#AGE= 1.000 EEPS=271
#EEP M/Mo LogTeff LogG LogL/Lo open gp1 rp1 ip1 zp1 yp1 wp1
162 2.078160 3.8543 3.5565 1.5694 0.8071 0.8363 0.7466 0.7956 0.8408 0.8778 0.7890
163 2.078404 3.8482 3.5309 1.5707 0.7956 0.8440 0.7362 0.7743 0.8170 0.8520 0.7806
164 2.078678 3.8423 3.5066 1.5714 0.7862 0.8534 0.7280 0.7557 0.7956 0.8286 0.7741
165 2.078968 3.8367 3.4847 1.5716 0.7791 0.8637 0.7221 0.7403 0.7774 0.8087 0.7698
166 2.079272 3.8317 3.4646 1.5711 0.7742 0.8753 0.7185 0.7278 0.7624 0.7917 0.7677
167 2.079588 3.8268 3.4462 1.5701 0.7717 0.8889 0.7172 0.7181 0.7500 0.7773 0.7677
168 2.079911 3.8221 3.4293 1.5684 0.7709 0.9046 0.7177 0.7102 0.7395 0.7650 0.7696
169 2.080235 3.8176 3.4134 1.5663 0.7716 0.9214 0.7196 0.7041 0.7308 0.7543 0.7728
170 2.080558 3.8133 3.3987 1.5638 0.7736 0.9388 0.7230 0.6998 0.7239 0.7456 0.7773
171 2.080880 3.8092 3.3853 1.5610 0.7770 0.9560 0.7277 0.6976 0.7192 0.7390 0.7831
172 2.081200 3.8054 3.3733 1.5579 0.7818 0.9730 0.7337 0.6976 0.7167 0.7346 0.7900
173 2.081518 3.8019 3.3629 1.5544 0.7880 0.9906 0.7411 0.6995 0.7160 0.7323 0.7981
174 2.081827 3.7986 3.3537 1.5503 0.7955 1.0091 0.7498 0.7027 0.7170 0.7316 0.8075
175 2.082125 3.7953 3.3451 1.5459 0.8040 1.0291 0.7596 0.7073 0.7192 0.7322 0.8181
176 2.082412 3.7922 3.3374 1.5412 0.8138 1.0505 0.7705 0.7128 0.7224 0.7339 0.8298
177 2.082685 3.7891 3.3306 1.5361 0.8248 1.0730 0.7826 0.7196 0.7270 0.7372 0.8426
178 2.082944 3.7862 3.3245 1.5306 0.8369 1.0962 0.7959 0.7277 0.7330 0.7417 0.8565
179 2.083189 3.7835 3.3194 1.5248 0.8499 1.1203 0.8100 0.7370 0.7401 0.7475 0.8714
180 2.083419 3.7808 3.3149 1.5186 0.8638 1.1447 0.8251 0.7474 0.7484 0.7547 0.8872
181 2.083636 3.7783 3.3111 1.5122 0.8787 1.1697 0.8410 0.7588 0.7579 0.7630 0.9037
182 2.083943 3.7746 3.3068 1.5017 0.9033 1.2090 0.8673 0.7785 0.7747 0.7778 0.9307
183 2.084241 3.7709 3.3037 1.4901 0.9311 1.2519 0.8969 0.8016 0.7947 0.7962 0.9612
184 2.084526 3.7672 3.3021 1.4771 0.9624 1.2982 0.9299 0.8282 0.8183 0.8179 0.9950
185 2.084795 3.7636 3.3018 1.4631 0.9968 1.3477 0.9661 0.8580 0.8451 0.8431 1.0319
186 2.085053 3.7601 3.3028 1.4480 1.0342 1.4001 1.0053 0.8910 0.8748 0.8712 1.0719
187 2.085296 3.7566 3.3050 1.4319 1.0741 1.4547 1.0471 0.9265 0.9073 0.9020 1.1143
188 2.085528 3.7532 3.3083 1.4151 1.1159 1.5114 1.0908 0.9644 0.9419 0.9351 1.1586
189 2.085750 3.7498 3.3123 1.3978 1.1595 1.5695 1.1363 1.0038 0.9782 0.9698 1.2046
190 2.085966 3.7466 3.3168 1.3802 1.2041 1.6286 1.1828 1.0444 1.0158 1.0061 1.2518
191 2.086178 3.7433 3.3217 1.3623 1.2495 1.6886 1.2301 1.0860 1.0541 1.0428 1.2997
192 2.086391 3.7399 3.3260 1.3444 1.2952 1.7496 1.2779 1.1277 1.0925 1.0797 1.3479
193 2.086613 3.7365 3.3296 1.3269 1.3403 1.8106 1.3253 1.1690 1.1303 1.1158 1.3958
194 2.086848 3.7328 3.3315 1.3104 1.3835 1.8707 1.3710 1.2081 1.1655 1.1493 1.4419
195 2.087110 3.7288 3.3299 1.2959 1.4220 1.9275 1.4122 1.2421 1.1954 1.1773 1.4835
196 2.087413 3.7242 3.3220 1.2859 1.4499 1.9761 1.4435 1.2653 1.2139 1.1935 1.5152
197 2.087754 3.7196 3.3047 1.2847 1.4568 2.0048 1.4539 1.2673 1.2108 1.1880 1.5259
198 2.088076 3.7157 3.2809 1.2931 1.4396 2.0061 1.4399 1.2461 1.1853 1.1605 1.5120
199 2.088356 3.7128 3.2563 1.3059 1.4104 1.9910 1.4133 1.2139 1.1497 1.1234 1.4855
200 2.088613 3.7103 3.2321 1.3204 1.3769 1.9690 1.3817 1.1780 1.1110 1.0835 1.4541
201 2.088858 3.7082 3.2084 1.3359 1.3405 1.9429 1.3473 1.1395 1.0701 1.0414 1.4195
202 2.089099 3.7064 3.1849 1.3519 1.3027 1.9143 1.3112 1.0997 1.0281 0.9985 1.3834
203 2.089332 3.7048 3.1620 1.3682 1.2641 1.8840 1.2742 1.0594 0.9858 0.9552 1.3463
