raMean,decMean,raMeanErr,decMeanErr,gMeanPSFMag,gMeanPSFMagErr,rMeanPSFMag,rMeanPSFMagErr,iMeanPSFMag,iMeanPSFMagErr,zMeanPSFMag,zMeanPSFMagErr
114.416119,21.604381,0.015,0.037,18.981,0.01,18.707,0.006,18.617,0.011,18.614,0.025
114.4162305,21.4313845,0.012,0.014,21.681,0.066,20.861,0.029,20.327,0.03,19.943,0.072
114.4162885,21.7331352,0.019,0.019,22.169,0.151,21.149,0.04,20.277,0.015,19.881,0.063
114.4163108,21.6725642,0.035,0.034,21.836,0.101,21.287,0.113,21.181,0.034,20.833,0.3
114.4165525,21.7425843,0.038,0.044,21.306,0.11,21.081,0.059,20.953,0.076,20.631,0.347
114.4166344,21.8134818,0.008,0.004,19.303,0.008,18.962,0.004,18.834,0.008,18.808,0.013
114.4166372,21.3211692,0.013,0.048,20.759,0.066,19.943,0.011,19.63,0.011,19.503,0.015
114.4167115,21.40559,0.045,0.027,21.976,0.115,20.944,0.049,20.613,0.082,20.062,0.197
114.4169093,21.5696294,0.003,0.005,16.719,0.002,16.134,0.002,15.889,0.004,15.786,0.003
114.4169194,21.5964318,0.004,0.005,14.809,0.002,14.471,0.001,14.353,0.003,14.338,0.002
114.4169586,21.6308554,0.013,0.012,21.355,0.043,20.188,0.011,19.745,0.023,19.392,0.03
114.417265,21.7392665,0.006,0.012,20.48,0.022,19.243,0.011,18.569,0.008,18.251,0.01
114.4173328,21.5741174,0.017,0.017,21.122,0.078,20.288,0.039,19.911,0.046,19.605,0.084
114.4174566,21.6620381,0.01,0.012,19.304,0.008,18.794,0.012,18.46,0.02,18.168,0.034
114.4174769,21.6175474,0.02,0.014,21.207,0.035,20.041,0.009,19.243,0.014,18.889,0.03
114.4175007,21.3877827,0.004,0.012,15.533,0.006,15.066,0.001,14.878,0.002,14.833,0.004
114.4175131,21.4983414,0.006,0.002,15.753,0.008,15.481,0.003,15.403,0.000781,15.404,0.003
114.4177597,21.3446576,0.011,0.127,20.392,0.03,19.608,0.015,19.315,0.02,19.174,0.016
114.417801,21.5305522,0.004,0.004,20.784,0.022,19.603,0.01,18.567,0.004,18.104,0.007
114.4179733,21.4868952,0.022,0.021,22.115,0.159,21.233,0.039,20.764,0.041,20.561,0.04
114.4180921,21.8424222,0.027,0.023,22.005,0.189,21.582,0.034,21.193,0.033,20.785,0.017
114.4181045,21.379574,0.017,0.016,21.839,0.041,21.187,0.031,20.938,0.045,20.518,0.069
114.4181183,21.446256,0.01,0.013,20.671,0.029,19.576,0.006,18.991,0.005,18.723,0.024
114.4182854,21.6882451,0.008,0.004,17.986,0.003,17.322,0.003,17.073,0.003,16.969,0.006
114.4182908,21.4397675,0.006,0.003,21.174,0.021,20.049,0.011,18.66,0.006,18.032,0.007
114.4183041,21.5168697,0.065,0.025,22.025,0.213,21.459,0.111,21.285,0.064,20.87,0.047
114.4183862,21.7560059,0.011,0.011,22.549,0.168,21.204,0.03,20.232,0.023,19.815,0.052
114.4184029,21.7682331,0.003,0.037,17.831,0.003,17.327,0.003,17.169,0.005,17.116,0.006
114.4184413,21.657126,0.014,0.009,19.546,0.012,18.641,0.005,18.227,0.006,18.032,0.007
114.4186608,21.3400675,0.008,0.09,15.636,0.004,15.365,0.002,15.272,0.004,15.27,0.002
114.418794,21.7482013,0.005,0.013,18.206,0.005,18.008,0.003,17.96,0.004,17.967,0.013
114.418881,21.7910644,0.019,0.012,20.271,0.022,20.014,0.034,19.899,0.03,19.827,0.09
114.4189288,21.7970981,0.08,0.009,20.828,0.034,20.527,0.016,20.389,0.021,20.394,0.051
114.4190073,21.6727885,0.01,0.00093,14.629,0.004,14.598,0.002,14.678,0.006,14.758,0.004
114.4190091,21.6358249,0.023,0.024,19.564,0.02,19.135,0.011,19.004,0.011,18.979,0.019
114.4190122,21.3539378,0.004,0.069,19.16,0.011,18.213,0.004,17.856,0.004,17.689,0.011
114.4190138,21.7893165,0.007,0.009,20.341,0.049,19.676,0.017,19.244,0.034,19.123,0.1
114.4190979,21.3772072,0.01,0.01,22.031,0.328,21.001,0.022,19.906,0.012,19.351,0.024
114.4191924,21.7533199,0.029,0.03,22.552,0.165,21.723,0.099,21.331,0.046,20.587,0.035
114.419258,21.6200443,0.011,0.019,16.055,0.003,15.675,0.002,15.539,0.003,15.525,0.002
114.4193713,21.6341271,0.02,0.023,19.567,0.016,18.329,0.007,17.424,0.003,17.024,0.006
114.4196238,21.6933991,0.022,0.007,20.337,0.025,19.294,0.006,18.785,0.02,18.612,0.021
114.419769,21.752722,0.028,0.024,22.28,0.284,21.6,0.035,21.186,0.063,20.82,0.407
114.419822,21.4330087,0.004,0.008,17.825,0.003,16.662,0.002,16.09,0.003,15.837,0.004
114.4199034,21.54557,0.002,0.003,15.778,0.005,15.443,0.005,15.338,0.006,15.344,0.037
114.4200099,21.4794057,0.012,0.014,21.009,0.032,19.778,0.008,19.171,0.013,18.909,0.013
114.4203906,21.585734,0.01,0.009,22.225,0.03,21.044,0.024,19.934,0.017,19.414,0.02
114.4204067,21.7158821,0.022,0.022,22.463,0.161,21.272,0.054,20.574,0.086,20.232,0.045
114.420537,21.6465066,0.028,0.018,21.122,0.041,20.463,0.047,20.12,0.008,20.007,0.034
114.4210924,21.5937317,0.004,0.007,21.284,0.043,20.08,0.009,19.217,0.012,18.784,0.009
114.4211391,21.4280749,0.013,0.014,21.178,0.043,20.945,0.015,20.793,0.032,20.535,0.112
114.4211812,21.3070648,0.012,0.004,21.015,0.087,19.945,0.009,19.366,0.008,19.077,0.041
114.4213717,21.4702893,0.013,0.006,21.466,0.074,20.399,0.015,18.95,0.006,18.298,0.006
114.4214333,21.7943647,0.003,0.007,19.551,0.028,18.376,0.004,17.666,0.003,17.322,0.009
114.4217397,21.823376,0.006,0.003,19.726,0.012,19.377,0.007,19.263,0.009,19.211,0.013
114.4219207,21.7644374,0.007,0.025,20.145,0.014,18.913,0.005,17.919,0.004,17.482,0.004
114.4221068,21.7889454,0.021,0.019,21.104,0.031,20.672,0.023,20.514,0.049,20.262,0.067
114.4221331,21.6523134,0.02,0.023,19.847,0.014,18.957,0.012,18.61,0.004,18.474,0.016
114.4221458,21.6080279,0.006,0.004,17.398,0.004,17.113,0.002,17.017,0.005,17.014,0.009
114.4221777,21.3421945,0.016,0.023,21.824,0.207,21.15,0.04,20.32,0.008,19.791,0.024
114.422287,21.6860916,0.004,0.001,16.934,0.003,16.227,0.003,15.963,0.002,15.845,0.004
114.4222965,21.363247,0.023,0.05,21.375,0.033,20.196,0.018,19.597,0.016,19.268,0.039
114.4222993,21.5039472,0.003,0.004,18.565,0.006,17.358,0.004,16.186,0.004,15.658,0.005
114.4222994,21.6490059,0.005,0.01,21.61,0.085,20.408,0.02,19.563,0.012,19.222,0.02
114.4223165,21.427617,0.009,0.005,19.502,0.005,19.158,0.007,19.015,0.009,18.993,0.011
114.4223746,21.8189339,0.007,0.002,21.517,0.092,20.286,0.013,19.236,0.016,18.7,0.001
114.422413,21.6900138,0.011,0.007,20.589,0.018,19.314,0.015,18.493,0.005,18.078,0.014
114.4224849,21.4998674,0.038,0.038,22.3,0.029,21.62,0.039,21.469,0.036,20.998,0.045
114.4226087,21.8294409,0.048,0.035,21.843,0.042,21.56,0.088,21.285,0.037,20.84,0.169
114.4226925,21.6564245,0.014,0.006,15.48,0.000446,15.135,0.001,15.028,0.003,14.992,0.001
114.4227133,21.6408337,0.028,0.031,21.922,0.155,21.703,0.081,20.942,0.054,20.333,0.094
114.4231941,21.3963286,0.02,0.005,21.585,0.031,20.313,0.008,19.155,0.012,18.636,0.015
114.42336,21.8594031,0.008,0.003,19.881,0.02,19.092,0.005,18.733,0.007,18.622,0.027
114.4237314,21.4879517,0.007,0.008,17.943,0.004,17.174,0.002,16.882,0.006,16.747,0.005
114.4237676,21.3619468,0.008,0.07,20.751,0.033,19.513,0.012,18.592,0.008,18.162,0.01
114.4240853,21.4585642,0.004,0.009,18.087,0.005,17.693,0.002,17.566,0.004,17.539,0.007
114.4243175,21.5977866,0.013,0.006,21.718,0.032,20.359,0.01,19.39,0.009,18.975,0.013
114.4244209,21.538351,0.013,0.01,21.871,0.056,20.849,0.029,20.364,0.037,19.974,0.027
114.4247239,21.7919328,0.023,0.022,21.779,0.178,21.789,0.049,21.06,0.053,20.547,0.161
114.4249321,21.6560203,0.01,0.025,19.968,0.018,19.721,0.021,19.588,0.008,19.573,0.028
114.4249425,21.4394,0.022,0.022,21.564,0.072,21.189,0.031,20.98,0.044,20.906,0.191
114.4250899,21.4021758,0.008,0.008,21.38,0.043,20.239,0.01,19.734,0.005,19.505,0.014
114.4251925,21.767932,0.01,0.015,22.015,0.099,20.863,0.014,19.954,0.015,19.554,0.022
114.4252288,21.7289047,0.037,0.037,22.239,0.097,21.622,0.099,21.297,0.066,21.337,0.28
114.4254152,21.5847339,0.014,0.014,22.299,0.123,21.376,0.022,20.49,0.018,20.06,0.028
114.4254367,21.7388511,0.013,0.009,19.964,0.011,19.631,0.006,19.521,0.014,19.459,0.039
114.4257535,21.7555258,0.04,0.021,19.767,0.014,19.124,0.007,18.832,0.009,18.727,0.026
114.425821,21.7074664,0.004,0.004,17.644,0.003,16.76,0.003,16.409,0.002,16.259,0.014
114.426219,21.5533464,0.006,0.004,18.209,0.006,17.669,0.002,17.47,0.006,17.407,0.003
114.4263937,21.4213202,0.005,0.005,22.097,0.076,21.137,0.023,19.56,0.012,18.825,0.008
114.4263957,21.4458104,0.01,0.01,22.075,0.175,20.901,0.03,20.015,0.011,19.545,0.035
114.4264143,21.823758,0.013,0.013,21.559,0.072,20.733,0.012,20.496,0.052,20.259,0.149
114.4265328,21.8483786,0.003,0.005,16.01,0.003,15.556,0.002,15.388,0.001,15.35,0.005
114.4267058,21.464953,0.02,0.019,21.748,0.093,21.231,0.022,20.975,0.039,20.537,0.089
114.4269646,21.557636,0.007,0.017,20.48,0.014,20.179,0.014,20.069,0.016,20.095,0.099
114.4269681,21.347544,0.007,0.082,20.549,0.024,19.4,0.006,18.281,0.005,17.792,0.005
114.427095,21.3110359,0.015,0.016,19.501,0.016,18.72,0.015,18.434,0.007,18.323,0.002
114.4272168,21.735063,0.01,0.004,18.196,0.006,17.905,0.004,17.796,0.008,17.778,0.005
114.4273046,21.3893215,0.004,0.006,17.963,0.006,17.63,0.002,17.516,0.005,17.485,0.009
114.4273167,21.6725266,0.025,0.028,19.721,0.005,18.467,0.005,17.605,0.006,17.209,0.005
114.4274563,21.6011812,0.017,0.017,21.763,0.065,21.178,0.033,20.968,0.018,20.742,0.065
114.4274566,21.5497077,0.005,0.009,20.558,0.014,19.955,0.009,19.726,0.013,19.488,0.033
114.4276922,21.7437683,0.024,0.023,21.946,0.176,21.807,0.028,21.14,0.034,20.623,0.051
114.4277121,21.7601204,0.094,0.027,20.04,0.016,19.58,0.01,19.384,0.016,19.319,0.012
114.4277491,21.7210486,0.044,0.043,22.137,0.368,20.988,0.035,20.546,0.048,20.111,0.193
114.4278007,21.6428967,0.002,0.003,17.868,0.006,17.389,0.003,17.217,0.006,17.171,0.004
114.427895,21.6333402,0.004,0.007,19.829,0.019,18.888,0.02,17.968,0.016,17.427,0.037
114.4280382,21.3490617,0.039,0.098,19.032,0.009,18.53,0.007,18.343,0.013,18.261,0.009
114.4281631,21.489879,0.014,0.006,20.109,0.019,19.764,0.008,19.576,0.017,19.592,0.025
114.4283228,21.739201,0.009,0.013,21.66,0.08,20.627,0.03,20.158,0.035,19.753,0.039
114.4283391,21.363454,0.009,0.014,21.868,0.053,20.669,0.019,19.781,0.014,19.387,0.035
114.4284298,21.3444555,0.005,0.076,15.73,0.003,15.267,0.002,15.102,0.002,15.054,0.004
114.4285609,21.324903,0.006,0.123,15.224,0.005,14.92,0.003,14.812,0.001,14.814,0.002
114.4287952,21.6554848,0.026,0.025,21.258,0.157,21.472,0.035,20.673,0.038,20.431,0.047
114.4290846,21.7598834,0.007,0.005,19.768,0.021,19.143,0.003,18.927,0.012,18.841,0.013
114.4292101,21.6347103,0.024,0.023,16.999,0.019,16.435,0.017,16.109,0.007,15.597,0.051
114.4293731,21.6730891,0.035,0.033,22,0.117,21.135,0.033,19.768,0.022,19.229,0.019
114.4300103,21.8412728,0.012,0.004,17.58,0.004,17.296,0.002,17.203,0.004,17.205,0.004
114.4301422,21.4496792,0.008,0.007,21.764,0.1,20.529,0.013,19.359,0.01,18.81,0.018
114.4302653,21.7775161,0.004,0.042,17.092,0.004,16.721,0.002,16.596,0.003,16.569,0.007
114.4302748,21.329596,0.009,0.021,21.937,0.055,20.888,0.046,19.729,0.012,19.271,0.022
114.4304455,21.8189412,0.006,0.012,21.065,0.063,19.815,0.009,19.103,0.012,18.776,0.01
114.4305112,21.6904321,0.015,0.014,22.448,0.064,21.449,0.07,20.424,0.02,19.971,0.017
114.430718,21.6636054,0.019,0.016,22.25,0.141,21.275,0.066,20.541,0.031,20.266,0.041
114.4307598,21.3576949,0.005,0.051,14.813,0.004,14.418,0.004,14.283,0.002,14.248,0.004
114.4308952,21.3792535,0.003,0.027,20.477,0.022,19.25,0.005,18.654,0.007,18.369,0.008
114.4309575,21.7328799,0.009,0.036,21.131,0.037,19.957,0.023,19.338,0.02,19.067,0.026
114.4311213,21.5911717,0.012,0.048,18.229,0.008,17.656,0.006,17.463,0.007,17.33,0.014
114.4313626,21.683288,0.012,0.006,21.405,0.035,20.217,0.011,19.584,0.01,19.297,0.023
114.4315306,21.4032768,0.027,0.024,22.662,0.19,21.883,0.028,20.876,0.047,20.323,0.064
114.4316271,21.5331791,0.009,0.009,21.445,0.029,20.373,0.017,19.86,0.024,19.702,0.018
114.4319459,21.790663,0.01,0.013,20.044,0.016,18.858,0.003,18.232,0.004,17.937,0.004
114.4320099,21.4916301,0.003,0.008,16.65,0.002,16.329,0.002,16.234,0.007,16.228,0.002
114.4320316,21.8648498,0.007,0.001,21.501,0.192,20.437,0.026,19.294,0.075,18.702,0.016
114.4321091,21.4510846,0.001,0.005,16.567,0.003,15.893,0.002,15.618,0.005,15.503,0.003
114.4321398,21.4481584,0.011,0.011,22.036,0.075,20.956,0.034,20.089,0.032,19.71,0.018
114.4321877,21.5436003,0.011,0.011,22.077,0.137,21.256,0.051,19.928,0.029,19.349,0.018
114.4321966,21.6824615,0.003,0.001,18.944,0.008,18.086,0.004,17.734,0.003,17.555,0.011
114.4322395,21.4490044,0.005,0.018,21.021,0.048,19.902,0.008,19.296,0.014,19.047,0.018
114.4322576,21.5460682,0.002,0.004,18.131,0.005,17.764,0.005,17.601,0.006,17.549,0.005
114.432434,21.5657613,0.021,0.03,21.683,0.036,20.541,0.013,19.844,0.013,19.49,0.042
114.4325328,21.8537152,0.033,0.071,12.43,-999,11.751,-999,11.487,-999,11.35,-999
114.4327008,21.8230587,0.003,0.009,20.072,0.022,18.925,0.008,18.357,0.009,18.069,0.009
114.4330042,21.5590045,0.008,0.001,19.697,0.026,19.363,0.013,19.412,0.017,19.175,0.019
114.4333865,21.6052593,0.095,0.06,21.927,0.105,21.245,0.045,21.056,0.024,20.92,0.318
114.4335705,21.5238803,0.007,0.002,21.344,0.03,20.032,0.018,18.974,0.005,18.452,0.013
114.4337036,21.5699114,0.032,0.037,20.576,0.011,20.125,0.01,19.911,0.012,19.863,0.018
114.4337993,21.6397116,0.005,0.01,18.235,0.006,17.671,0.002,17.422,0.003,17.323,0.004
114.4339711,21.5869351,0.002,0.008,16.062,0.004,15.819,0.002,15.75,0.002,15.752,0.004
114.4340944,21.5631551,0.005,0.008,17.389,0.006,17.127,0.003,17.034,0.003,17.011,0.006
114.4341843,21.6933146,0.012,0.007,21.038,0.042,19.781,0.009,18.957,0.008,18.572,0.019
114.4341867,21.6292049,0.008,0.011,21.41,0.096,20.564,0.018,20.13,0.025,19.894,0.049
114.4343762,21.8136573,0.005,0.01,21.26,0.036,19.985,0.015,19.237,0.011,18.855,0.009
114.4344861,21.3790096,0.005,0.006,20.347,0.035,19.7,0.006,19.417,0.011,19.282,0.019
114.4345045,21.5667157,0.023,0.016,22.46,0.177,21.781,0.039,20.563,0.022,19.984,0.031
114.4345613,21.3949159,0.015,0.011,21.191,0.024,19.942,0.053,19.508,0.04,18.969,0.028
114.4346959,21.4708238,0.004,0.00099,18.958,0.007,18.683,0.002,18.578,0.007,18.592,0.012
114.4347754,21.7944453,0.003,0.008,14.924,0.002,14.523,0.002,14.372,0.004,14.328,0.002
114.4349339,21.60644,0.006,0.009,17.46,0.005,17.142,0.003,17.038,0.004,17.017,0.006
114.4350573,21.6872824,0.006,0.002,14.23,0.001,13.963,0.001,13.898,0.003,13.903,0.001
114.4351994,21.4617306,0.008,0.008,21.811,0.066,20.645,0.016,19.803,0.014,19.454,0.028
114.4352222,21.3706459,0.02,0.017,21.478,0.027,21.101,0.02,20.948,0.095,20.599,0.111
114.4352386,21.8690011,0.001,0.001,10.861,0.008,9.912,0.065,9.684,0.117,9.636,0.002
114.4352686,21.5051367,0.004,0.007,17.093,0.004,16.606,0.002,16.448,0.007,16.394,0.006
114.4352724,21.3051151,0.032,0.048,20.539,0.081,20.224,0.015,20.105,0.02,20.104,0.084
114.4352836,21.4918689,0.009,0.005,20.226,0.014,18.945,0.005,18.059,0.005,17.651,0.009
114.4353561,21.5450823,0.011,0.004,21.054,0.043,19.801,0.016,19.112,0.011,18.757,0.017
114.4353836,21.5127323,0.019,0.018,22.443,0.166,21.489,0.02,20.644,0.01,20.144,0.038
114.435521,21.603549,0.005,0.004,14.777,0.002,14.357,0.001,14.218,0.004,14.178,0.004
114.4355623,21.6235718,0.037,0.046,20.661,0.055,20.332,0.01,20.073,0.029,20.047,0.059
114.4357895,21.5727519,0.003,0.013,16.012,0.003,15.626,0.003,15.496,0.002,15.469,0.005
114.4359534,21.4138313,0.014,0.018,19.011,0.009,18.202,0.003,17.893,0.008,17.76,0.005
114.4359692,21.4959487,0.014,0.003,16.556,0.003,16.06,0.002,15.825,0.006,15.742,0.005
114.4362933,21.4596697,0.013,0.013,22.28,0.171,21.369,0.027,20.357,0.021,19.852,0.029
114.4363665,21.4285363,0.003,0.01,15.909,0.003,15.596,0.001,15.498,0.003,15.498,0.003
114.4366416,21.4729293,0.022,0.02,21.336,0.029,21.092,0.024,20.9,0.065,20.531,0.026
114.4367092,21.4897728,0.005,0.006,18.841,0.007,18.454,0.004,18.307,0.012,18.247,0.003
114.4367191,21.639841,0.015,0.057,18.808,0.014,17.6,0.003,16.922,0.007,16.603,0.005
114.4367603,21.6152799,0.009,0.01,20.63,0.03,19.551,0.008,19.032,0.009,18.812,0.021
114.436812,21.5848312,0.007,0.003,20.17,0.018,19.461,0.006,19.174,0.01,19.071,0.011
114.4370202,21.3424547,0.071,0.097,21.159,0.031,20.017,0.017,19.252,0.009,18.907,0.019
114.4370761,21.7617616,0.061,0.026,21.649,0.168,21.053,0.036,21.006,0.027,20.825,0.055
114.4371255,21.4076258,0.014,0.017,20.65,0.026,19.553,0.007,19.07,0.009,18.81,0.023
114.4371617,21.6903874,0.01,0.01,22.335,0.157,21.631,0.03,19.897,0.014,19.179,0.015
114.4371654,21.4330822,0.027,0.024,21.887,0.139,21.35,0.048,21.059,0.033,20.804,0.17
114.4377385,21.5538424,0.008,0.011,22.049,0.081,21.023,0.049,19.571,0.01,18.947,0.016
114.437797,21.5274966,0.006,0.006,15.725,0.003,15.408,0.002,15.309,0.002,15.292,0.002
114.4378595,21.3218397,0.038,0.043,21.537,0.147,21.521,0.018,21.208,0.049,20.692,0.217
114.4380986,21.5194703,0.031,0.018,21.325,0.115,20.846,0.035,20.824,0.04,20.614,0.082
114.4382383,21.6817761,0.029,0.037,13.395,-999,12.72,-999,12.479,-999,12.366,-999
114.4382543,21.8126771,0.003,0.013,17.014,0.005,16.472,0.001,16.277,0.006,16.194,0.006
114.4382882,21.3155122,0.008,0.012,21.901,0.42,20.713,0.028,19.613,0.017,19.047,0.045
114.4383497,21.7811739,0.008,0.009,21.711,0.073,20.58,0.021,19.844,0.01,19.481,0.052
114.4385118,21.566314,0.028,0.036,22.539,0.185,21.715,0.051,21.157,0.053,20.558,0.042
114.4385957,21.361157,0.035,0.034,21.713,0.107,21.382,0.04,21.037,0.066,20.833,0.21
114.4386281,21.3098957,0.028,0.065,18.456,0.023,17.858,0.003,17.668,0.007,17.597,0.02
114.4388068,21.7686951,0.011,0.01,20.555,0.012,20.117,0.011,19.974,0.022,19.85,0.061
114.4390266,21.4115619,0.005,0.014,19.642,0.011,18.832,0.006,18.493,0.003,18.362,0.015
114.4392025,21.4987024,0.004,0.007,15.623,0.002,15.348,0.001,15.281,0.003,15.284,0.002
114.4394566,21.7419467,0.016,0.016,21.61,0.04,21.089,0.025,20.869,0.058,20.672,0.05
114.4394731,21.427945,0.022,0.003,19.217,0.008,18.587,0.003,18.344,0.002,18.244,0.023
114.4396792,21.5827521,0.007,0.007,18.241,0.004,17.81,0.003,17.596,0.004,17.525,0.007
114.4399818,21.5033299,0.01,0.005,20.214,0.021,19.476,0.006,19.204,0.008,19.049,0.016
114.4402224,21.6662691,0.024,0.015,22.26,0.057,21.075,0.036,20.24,0.021,19.888,0.03
114.4402532,21.300347,0.019,0.008,20.971,0.049,20.035,0.008,19.665,0.021,19.366,0.016
114.4402932,21.7510131,0.005,0.019,19.891,0.009,18.685,0.005,17.473,0.006,16.927,0.004
114.4403077,21.6389345,0.008,0.009,17.957,0.029,17.645,0.04,17.449,0.024,16.807,0.075
114.440311,21.4788376,0.012,0.004,18.655,0.013,17.942,0.007,17.64,0.005,17.522,0.016
114.4403138,21.5241891,0.007,0.009,19.414,0.01,18.533,0.005,18.148,0.006,17.96,0.011
114.4403345,21.8725163,0.002,0.003,18.847,0.013,17.701,0.003,16.587,0.004,16.163,0.001
114.4403665,21.7314804,0.006,0.012,16.746,0.002,16.425,0.002,16.317,0.004,16.298,0.005
114.4403886,21.7222844,0.003,0.006,14.895,0.003,14.541,0.002,14.414,0.004,14.385,0.004
114.440397,21.5882983,0.004,0.001,18.587,0.008,17.874,0.003,17.596,0.005,17.483,0.011
114.4405622,21.6578053,0.02,0.017,22.282,0.074,21.077,0.035,20.471,0.022,20.156,0.059
114.4406941,21.3601325,0.018,0.018,21.411,0.069,21.282,0.027,21.031,0.048,20.865,0.293
114.4407679,21.8179407,0.008,0.034,17.75,0.006,17.352,0.001,17.213,0.007,17.17,0.005
114.4410854,21.8248291,0.008,0.031,16.473,0.002,16.037,0.002,15.892,0.005,15.838,0.001
114.4410971,21.4797178,0.014,0.005,17.145,0.006,16.609,0.003,16.411,0.003,16.367,0.003
114.4411044,21.6761927,0.007,0.006,16.102,0.002,15.69,0.001,15.535,0.002,15.486,0.003
114.4411256,21.6328832,0.005,0.004,14.503,0.002,14.107,0.003,13.978,0.005,13.947,0.005
114.4411733,21.502104,0.008,0.007,15.854,0.003,15.583,0.002,15.502,0.003,15.501,0.001
114.4411845,21.4325544,0.066,0.014,20.876,0.024,20.347,0.011,20.197,0.029,20.07,0.024
114.4413085,21.6979824,0.009,0.025,20.086,0.007,19.131,0.008,18.713,0.022,18.527,0.025
114.4413378,21.7118822,0.001,0.001,11.085,-999,9.522,-999,8.682,-999,8.095,-999
114.4419169,21.3850149,0.002,0.016,17.896,0.005,17.008,0.003,16.644,0.003,16.473,0.004
114.4423323,21.7269705,0.007,0.012,19.419,0.01,18.316,0.006,17.792,0.002,17.548,0.007
114.4424055,21.7449333,0.015,0.015,21.492,0.015,20.983,0.02,20.882,0.047,20.655,0.025
114.4426025,21.8484093,0.006,0.007,17.917,0.008,17.273,0.003,17.032,0.007,16.943,0.006
114.4427956,21.6804892,0.009,0.003,17.557,0.005,17.147,0.002,17.001,0.005,16.959,0.009
114.442833,21.6007149,0.013,0.012,21.23,0.048,20.791,0.015,21.069,0.038,20.544,0.087
114.4430035,21.6350744,0.014,0.003,20.302,0.039,19.09,0.007,18.263,0.007,17.85,0.009
114.4430923,21.3799857,0.027,0.032,21.686,0.036,21.859,0.045,21.128,0.105,20.876,0
114.4432031,21.8573924,0.013,0.011,20.091,0.025,19.855,0.022,19.837,0.062,19.686,0.063
114.443286,21.760575,0.085,0.025,21.56,0.000921,21.049,0.076,20.785,0.038,20.907,0.104
114.4433312,21.7786323,0.035,0.013,21.295,0.072,20.065,0.014,19.215,0.012,18.819,0.036
114.4438634,21.7599484,0.008,0.007,20.987,0.047,19.886,0.009,19.238,0.006,18.905,0.021
114.4441914,21.8479983,0.003,0.001,14.783,0.002,14.382,0.002,14.227,0.003,14.186,0.001
114.4442174,21.3166849,0.005,0.086,18.663,0.046,18.084,0.006,17.821,0.006,17.703,0.02
114.4442768,21.6769861,0.004,0.007,16.502,0.004,16.275,0.000827,16.21,0.002,16.206,0.004
114.4443422,21.8381221,0.005,0.009,19.134,0.011,17.996,0.007,17.346,0.005,17.062,0.011
114.444363,21.4900829,0.003,0.005,19.552,0.011,19.183,0.011,19.073,0.012,19.061,0.017
114.4447471,21.4453892,0.019,0.011,21.499,0.068,20.472,0.03,20.12,0.028,19.686,0.082
114.4449324,21.6098672,0.025,0.009,20.088,0.038,19.739,0.012,19.593,0.013,19.493,0.021
114.4450543,21.8354413,0.018,0.006,21.624,0.193,20.843,0.037,19.075,0.007,18.248,0.018
114.4451085,21.5167996,0.007,0.013,21.849,0.039,20.549,0.013,19.283,0.009,18.723,0.007
114.4452004,21.7317979,0.036,0.03,21.904,0.087,21.398,0.041,21.276,0.033,20.649,0.003
114.4452812,21.4284899,0.02,0.001,17.568,0.003,16.463,0.003,15.94,0.004,15.697,0.004
114.4453045,21.7893518,0.015,0.015,20.985,0.017,20.71,0.016,20.517,0.041,20.339,0.07
114.445353,21.7368895,0.003,0.012,20.782,0.016,19.565,0.006,18.858,0.01,18.55,0.015
114.4454882,21.7722441,0.002,0.009,18.035,0.002,17.096,0.002,16.75,0.002,16.585,0.000523
114.4456077,21.6446828,0.054,0.027,22.442,0.185,21.729,0.055,21.241,0.067,20.713,0.105
114.4456987,21.6604078,0.016,0.023,20.614,0.043,19.324,0.008,17.986,0.008,17.375,0.008
114.4457482,21.537546,0.014,0.013,22.317,0.173,21.36,0.042,20.431,0.024,19.98,0.055
114.4457496,21.2758099,0.004,0.012,15.709,0.004,15.449,0.001,15.384,0.000599,15.378,0.000822
114.4459794,21.8043688,0.009,0.009,22.459,0.014,21.342,0.023,19.98,0.017,19.375,0.023
114.446062,21.5552004,0.003,0.005,20.006,0.016,18.981,0.006,18.558,0.01,18.356,0.011
114.4462214,21.5331615,0.01,0.004,19.497,0.006,18.773,0.004,18.506,0.004,18.372,0.006
114.446248,21.8692243,0.012,0.011,22.327,0.203,21.348,0.039,20.174,0.008,19.618,0.032
114.4464308,21.3121247,0.01,0.011,20.625,0.075,19.668,0.011,19.251,0.013,19.087,0.013
114.4467768,21.6946472,0.016,0.016,22.134,0.126,21.083,0.03,20.482,0.034,20.181,0.057
114.4468328,21.5972255,0.002,0.011,18.451,0.017,17.841,0.002,17.552,0.003,17.43,0.005
114.4468413,21.4850808,0.014,0.011,22.105,0.186,20.922,0.04,19.963,0.015,19.574,0.035
114.446879,21.5801224,0.025,0.034,20.345,0.014,19.936,0.023,19.725,0.01,19.648,0.059
114.4469626,21.2931456,0.024,0.024,22.056,0.113,21.503,0.077,21.244,0.038,20.896,0.119
114.4470372,21.3020984,0.424,0.127,11.836,-999,11.083,-999,10.75,-999,10.555,-999
114.4470777,21.567115,0.031,0.029,21.86,0.153,21.69,0.045,20.868,0.064,20.417,0.062
114.4471223,21.4979687,0.019,0.018,21.612,0.037,21.204,0.054,20.988,0.034,20.742,0.07
114.4473388,21.7703404,0.01,0.01,21.883,0.008,20.863,0.02,19.987,0.017,19.52,0.049
