raMean,decMean,raMeanErr,decMeanErr,gMeanPSFMag,gMeanPSFMagErr,rMeanPSFMag,rMeanPSFMagErr,iMeanPSFMag,iMeanPSFMagErr,zMeanPSFMag,zMeanPSFMagErr,yMeanPSFMag,yMeanPSFMagErr
8.8386405,11.9961227,0.033,0.021,21.689,0.302,21.4,0.033,20.64,0.03,20.409,0.05,19.439,0.242
8.838648,11.4022558,0.033,0.154,19.759,0,19.672,0.162,18.858,0.108,19.059,0.047,17.679,0.026
8.8386485,11.4227666,0.013,0.013,16.01,0.005,15.612,0.005,15.466,0.005,15.435,0.004,15.374,0.01
8.8386637,11.4487199,0.004,0.002,16.567,0.002,16.107,0.001,15.969,0.007,15.925,0.002,15.898,0.007
8.8386865,12.0220831,0.005,0.002,20.145,0.022,18.863,0.005,17.778,0.007,17.294,0.006,17.039,0.012
8.838701,11.5995389,0.008,0.009,20.618,0.023,20.307,0.01,20.223,0.014,20.142,0.041,19.994,0.079
8.8387166,11.8910084,0.004,0.005,19.233,0.017,18.022,0.002,17.253,0.003,16.913,0.008,16.692,0.003
8.838719,11.667912,0.01,0.022,21.628,0.033,20.354,0.016,19.412,0.012,18.977,0.009,18.761,0.02
8.8387435,11.5661116,0.004,0.007,19.698,0.007,18.518,0.006,17.929,0.004,17.675,0.005,17.524,0.013
8.8387438,12.192104,0.003,0.004,18.903,0.006,17.704,0.003,17.076,0.003,16.792,0.005,16.628,0.011
8.8387586,12.2110821,0.004,0.007,19.532,0.006,18.919,0.003,18.666,0.006,18.572,0.008,18.523,0.019
8.8387718,11.7082787,0.023,0.021,15.502,0.002,14.805,0.003,14.559,0.002,14.463,0.003,14.389,0.003
8.8387802,11.7624104,0.011,0.01,15.127,0.001,14.766,0.003,14.661,0.003,14.649,0.007,14.618,0.002
8.8387896,12.18079,0.005,0.003,18.497,0.004,17.827,0.003,17.56,0.004,17.453,0.003,17.376,0.008
8.8387981,12.0962641,0.098,0.044,22.27,0.103,21.683,0.094,21.248,0.079,21.098,0.183,20.601,0.175
8.8388033,11.9980418,0.009,0.008,20.342,0.014,19.154,0.006,18.515,0.004,18.241,0.006,18.074,0.01
8.8388059,12.2265722,0.005,0.004,19.95,0.011,19.463,0.008,19.246,0.007,19.178,0.019,19.045,0.024
8.8388132,11.6306173,0.009,0.012,21.368,0.028,20.182,0.018,19.001,0.005,18.445,0.008,18.184,0.009
8.8388285,11.9848396,0.009,0.009,22.106,0.076,21.165,0.03,20.117,0.015,19.675,0.027,19.439,0.027
8.8388311,12.1335182,0.004,0.003,19.437,0.017,18.223,0.004,17.474,0.004,17.131,0.005,16.949,0.009
8.8388383,11.9729756,0.005,0.008,19.285,0.009,18.582,0.005,18.309,0.006,18.214,0.007,18.11,0.02
8.83884,11.5949286,0.011,0.01,20.762,0.016,20.444,0.024,20.311,0.021,20.178,0.023,20.169,0.186
8.8388765,11.7430992,0.006,0.003,16.344,0.003,15.873,0.004,15.726,0.003,15.691,0.003,15.652,0.003
8.8388777,11.4143601,0.005,0.004,20.971,0.075,19.89,0.022,18.051,0.008,17.148,0.007,16.618,0.008
8.8388882,11.5780078,0.005,0.004,22.276,0.043,21.076,0.027,19.579,0.011,18.924,0.011,18.592,0.019
8.8389049,11.5048029,0.005,0.005,19.974,0.018,18.716,0.006,17.001,0.006,16.201,0.005,15.812,0.006
8.8389135,11.9628811,0.005,0.005,21.499,0.024,20.284,0.018,19.207,0.009,18.719,0.01,18.464,0.015
8.838914,11.530242,0.012,0.006,17.13,0.002,16.71,0.003,16.584,0.005,16.528,0.004,16.508,0.004
8.838921,11.8197311,0.006,0.006,13.758,0.003,13.453,0.004,13.381,0.001,13.365,0.002,13.337,0.002
8.8389215,11.9050644,0.003,0.002,19.063,0.01,17.846,0.003,17.165,0.001,16.867,0.004,16.698,0.008
8.8389402,11.8055346,0.006,0.005,21.594,0.036,20.42,0.02,19.274,0.001,18.781,0.011,18.517,0.021
8.8389474,11.9289842,0.015,0.014,22.123,0.049,21.225,0.031,20.783,0.037,20.517,0.049,19.991,0.012
8.8389662,11.6196049,0.006,0.003,18.002,0.003,16.835,0.002,16.201,0.004,15.919,0.002,15.746,0.008
8.8389752,11.7595486,0.003,0.011,19.902,0.011,18.75,0.004,17.999,0.004,17.646,0.005,17.46,0.007
8.838978,11.5429008,0.006,0.004,19.419,0.011,18.198,0.002,17.089,0.003,16.599,0.002,16.359,0.004
8.8389853,11.91522,0.005,0.006,19.123,0.008,18.649,0.005,18.462,0.006,18.382,0.005,18.286,0.02
8.8389977,11.7517465,0.011,0.007,21.901,0.061,20.714,0.03,19.784,0.016,19.361,0.016,19.073,0.061
8.8390167,11.6111668,0.01,0.018,16.903,0.004,16.492,0.004,16.333,0.002,16.3,0.003,16.252,0.005
8.8390203,11.37824,0.006,0.001,18.307,0.007,17.061,0.003,16.266,0.001,15.915,0.002,15.723,0.003
8.8390294,11.8622062,0.003,0.006,17.771,0.003,16.991,0.005,16.684,0.007,16.552,0.009,16.458,0.007
8.839031,12.0929715,0.003,0.002,14.123,0.003,13.841,0.003,13.762,0.012,13.77,0.004,13.752,0.003
8.839044,11.4967498,0.003,0.003,15.927,0.002,15.333,0.003,15.142,0.003,15.072,0.003,15.011,0.003
8.8390526,11.6795291,0.006,0.034,20.535,0.037,19.756,0.013,19.414,0.025,19.204,0.033,19.064,0.02
8.8390559,12.0305245,0.005,0.003,18.951,0.009,17.797,0.004,17.268,0.004,17.026,0.003,16.863,0.011
8.8390598,11.7264723,0.01,0.009,20.316,0.016,20.044,0.012,19.936,0.011,19.886,0.054,19.793,0.084
8.8390604,11.9435209,0.002,0.001,17.695,0.004,17.013,0.002,16.773,0.004,16.666,0.002,16.597,0.005
8.8390701,12.2459404,0.003,0.003,20.756,0.01,19.509,0.008,18.457,0.008,17.982,0.006,17.767,0.009
8.8390725,11.6814597,0.031,0.021,21.675,0.028,21.126,0.032,20.775,0.036,20.291,0.051,20.051,0.085
8.8390963,12.0505833,0.003,0.004,20.652,0.016,19.406,0.016,18.454,0.006,18.049,0.009,17.824,0.014
8.839115,11.6088962,0.01,0.008,20.677,0.024,20.315,0.007,20.113,0.017,20.101,0.026,19.775,0.155
8.8391233,11.4816371,0.004,0.002,14.798,0.003,14.448,0.002,14.354,0.004,14.333,0.002,14.307,0.005
8.8391541,11.6734922,0.01,0.032,20.714,0.013,19.476,0.006,18.759,0.007,18.411,0.013,18.234,0.017
8.83917,11.9504558,0.013,0.006,22.15,0.095,21.139,0.029,19.639,0.014,18.949,0.013,18.617,0.032
8.8391761,11.708865,0.002,0.003,19.903,0.017,18.663,0.006,17.832,0.004,17.434,0.003,17.253,0.01
8.8391773,11.7961118,0.008,0.004,16.312,0.004,15.954,0.001,15.827,0.005,15.792,0.002,15.762,0.003
8.8391891,11.4511295,0.004,0.003,15.652,0.003,15.165,0.000939,15.017,0.002,14.969,0.003,14.93,0.003
8.8391937,11.5414312,0.006,0.006,22.049,0.049,20.82,0.02,19.494,0.007,18.919,0.01,18.624,0.031
8.8392078,11.9769096,0.002,0.002,15.825,0.002,15.224,0.002,14.98,0.003,14.888,0.002,14.812,0.005
8.8392089,12.0128644,0.002,0.002,18.162,0.005,17.329,0.003,17.013,0.002,16.882,0.004,16.78,0.008
8.8392184,11.7853329,0.008,0.008,21.829,0.061,20.662,0.024,19.944,0.012,19.576,0.028,19.335,0.035
8.839237,11.5474112,0.003,0.001,18.165,0.004,17.326,0.004,16.97,0.007,16.819,0.003,16.702,0.005
8.8392478,12.0158065,0.045,0.023,20.068,0.016,19.697,0.007,19.526,0.009,19.451,0.021,19.478,0.021
8.8392543,12.2130502,0.005,0.002,17.738,0.003,17.109,0.003,16.878,0.002,16.798,0.004,16.742,0.004
8.8392644,11.6508648,0.013,0.011,21.939,0.091,20.407,0.022,19.809,0.042,19.494,0.038,19.396,0.08
8.8392666,11.985808,0.005,0.007,15.306,0.003,14.824,0.002,14.673,0.004,14.629,0.002,14.597,0.003
8.8392716,12.0508174,0.012,0.012,22.014,0.085,21.468,0.048,20.408,0.015,19.915,0.031,19.696,0.099
8.8392745,11.707835,0.016,0.014,21.61,0.052,20.989,0.027,20.616,0.026,20.484,0.082,20.445,0.15
8.839277,11.960614,0.01,0.009,21.868,0.051,20.682,0.018,20.117,0.028,19.847,0.017,19.686,0.081
8.8392785,11.3754302,0.014,0.008,18.407,0.014,17.762,0.01,16.43,0.005,15.756,0.008,15.396,0.014
8.8392818,11.8186526,0.01,0.01,21.132,0.033,20.606,0.02,20.386,0.021,20.36,0.037,20.073,0.165
8.8392857,11.7393193,0.006,0.008,21.332,0.065,20.156,0.011,19.332,0.01,18.968,0.014,18.752,0.024
8.8392874,11.8545514,0.005,0.005,20.849,0.02,19.622,0.015,18.719,0.005,18.313,0.006,18.082,0.029
8.8392949,11.374021,0.15,0.182,12.838,-999,12.13,-999,11.845,-999,11.694,-999,11.604,-999
8.8392969,11.5275942,0.005,0.007,17.068,0.005,16.59,0.002,16.42,0.002,16.349,0.003,16.291,0.006
8.8393016,11.8025318,0.008,0.008,22.37,0.189,21.242,0.047,19.963,0.018,19.338,0.022,19.107,0.028
8.8393077,11.8661217,0.012,0.01,25.041,-999,20.839,0.034,19.358,0.011,18.655,0.015,18.352,0.006
8.8393234,11.8397593,0.003,0.002,14.721,0.003,14.327,0.002,14.205,0.000645,14.19,0.002,14.165,0.003
8.8393344,11.6820548,0.017,0.021,13.867,0.001,13.547,0.006,13.451,-999,13.449,0.003,13.438,0.004
8.8393373,11.5959223,0.009,0.009,21.776,0.041,20.632,0.021,20.02,0.023,19.689,0.038,19.511,0.051
8.8393475,11.4768878,0.022,0.007,21.376,0.058,20.352,0.01,19.88,0.009,19.67,0.037,19.583,0.063
8.8393487,11.7123579,0.008,0.003,16.564,0.004,15.688,0.003,15.342,0.003,15.191,0.003,15.079,0.004
8.8393544,11.700974,0.005,0.005,21.887,0.035,20.63,0.016,19.159,0.009,18.498,0.013,18.212,0.014
8.8393544,11.9149536,0.009,0.003,18.996,0.004,18.563,0.005,18.38,0.004,18.339,0.012,18.243,0.023
8.8393742,11.375813,0.043,0.03,12.885,-999,12.201,-999,11.895,-999,11.72,-999,11.637,-999
8.8393865,12.1151202,0.002,0.001,18.454,0.003,17.675,0.002,17.387,0.004,17.27,0.008,17.161,0.006
8.839396,11.6996582,0.004,0.018,20.427,0.017,19.373,0.007,18.813,0.013,18.511,0.011,18.364,0.012
8.8394108,11.6820983,0.014,0.034,16.211,0.002,15.577,0.004,15.331,0.006,15.244,0.002,15.167,0.004
8.8394202,12.1209361,0.004,0.004,21.703,0.114,20.458,0.012,19.072,0.011,18.434,0.006,18.121,0.019
8.8394244,11.4048202,0.002,0.003,16.655,0.005,16.248,0.002,16.102,0.014,16.086,0.005,16.034,0.007
8.8394272,11.7957761,0.016,0.012,22.586,0.196,21.33,0.166,20.549,0.026,19.998,0.023,19.773,0.089
8.8394277,11.8040098,0.005,0.004,21.294,0.048,20.121,0.011,18.97,0.006,18.458,0.009,18.183,0.01
8.8394344,11.6174469,0.014,0.013,22.025,0.169,21.091,0.031,20.648,0.034,20.459,0.038,19.902,0.393
8.8394475,11.7607523,0.01,0.008,21.772,0.049,21.285,0.025,20.063,0.014,19.384,0.015,19.024,0.034
8.8394608,12.1019787,0.021,0.022,21.986,0.192,21.726,0.069,20.986,0.039,20.538,0.07,20.259,0.09
8.8394643,11.7286432,0.01,0.008,20.934,0.028,19.779,0.007,19.143,0.008,18.828,0.008,18.663,0.017
8.8394709,11.6402102,0.018,0.039,22.199,0,20.897,0.046,20.491,0.056,20.225,0.066,19.926,0.181
8.8394714,11.7704496,0.01,0.009,21.183,0.075,20.143,0.025,19.69,0.034,19.439,0.033,19.413,0.043
8.839476,11.7647627,0.05,0.034,22.465,0.098,21.76,0.089,21.228,0.025,20.75,0.066,20.288,0.253
8.8394798,12.0242379,0.003,0.003,20.784,0.034,19.597,0.011,18.532,0.005,18.049,0.005,17.811,0.009
8.8394849,11.564938,0.009,0.005,19.557,0.015,18.319,0.004,17.547,0.006,17.207,0.006,17.015,0.004
8.8395019,11.6365539,0.006,0.009,19.452,0.014,18.236,0.007,17.476,0.004,17.154,0.007,16.959,0.011
8.8395064,11.6114416,0.03,0.028,21.925,0.182,21.747,0.033,21.06,0.068,20.715,0.032,20.549,0.169
8.8395088,11.6132828,0.007,0.013,21.214,0.049,20.035,0.018,19.582,0.022,19.416,0.026,19.21,0.046
8.8395475,11.3724185,0.005,0.003,15.103,0.002,14.776,0.003,14.693,0.002,14.69,0.003,14.68,0.003
8.8395802,11.5723251,0.013,0.008,14.726,0.003,14.127,0.002,13.936,0.000945,13.872,0.002,13.811,0.003
8.8395827,11.7574479,0.01,0.011,18.771,0.008,17.898,0.003,17.555,0.004,17.406,0.01,17.278,0.009
8.8396048,12.0862747,0.003,0.004,14.099,0.001,13.758,0.002,13.651,0.001,13.654,0.003,13.63,0.006
8.8396187,12.2404935,0.004,0.007,21.232,0.026,20.04,0.011,19.061,0.006,18.636,0.012,18.398,0.032
8.8396226,11.7098534,0.003,0.003,18.025,0.004,17.254,0.003,16.955,0.003,16.814,0.004,16.713,0.008
8.8396258,12.0274753,0.007,0.004,20.673,0.021,19.812,0.008,19.419,0.01,19.225,0.009,19.045,0.025
8.8396284,12.2171081,0.021,0.025,21.77,0.065,21.375,0.037,21.157,0.034,20.954,0.09,20.735,0.198
8.8396413,11.5924774,0.024,0.018,22.167,0.112,21.395,0.032,20.829,0.017,20.503,0.039,20.117,0.214
8.8396437,11.4780651,0.02,0.013,21.072,0.024,19.849,0.011,18.755,0.006,18.257,0.015,17.982,0.02
8.8396437,11.9690834,0.008,0.008,22.145,0.067,21.116,0.033,20.09,0.023,19.563,0.014,19.285,0.045
8.8396441,11.5434312,0.006,0.005,21.192,0.026,19.977,0.009,18.804,0.016,18.297,0.011,18.036,0.018
8.8396467,12.1283552,0.083,0.123,22.013,0.163,22.322,0.035,21.455,0.035,21.326,0.156,20.525,0.164
8.839647,12.2385636,0.022,0.104,21.099,0.2,21.526,0.048,20.501,0.023,19.988,0.032,19.749,0.035
8.8396494,11.9290581,0.005,0.005,21.294,0.051,20.154,0.014,18.97,0.001,18.403,0.008,18.159,0.008
8.8396621,12.0041934,0.003,0.002,17.398,0.004,16.963,0.003,16.804,0.003,16.767,0.003,16.726,0.004
8.8396638,11.5037097,0.017,0.042,20.738,0.025,19.882,0.014,19.493,0.014,19.301,0.02,19.193,0.047
8.8396647,12.2269792,0.003,0.004,14.398,0.002,14.031,0.003,13.916,0.006,13.912,0.002,13.886,0.006
8.8396667,12.2374669,0.004,0.003,19.129,0.008,18.896,0.007,18.832,0.009,18.851,0.017,18.823,0.028
8.8396716,12.0533968,0.017,0.052,17.806,0.004,17.221,0.003,17.009,0.003,16.947,0.004,16.884,0.008
8.8396717,12.0233808,0.008,0.008,20.439,0.052,19.771,0.03,19.399,0.023,19.317,0.034,19.261,0.027
8.8396722,11.4097031,0.041,0.037,21.728,0.156,21.529,0.04,20.945,0.04,20.729,0.096,20.669,0.367
8.8396734,11.8952485,0.004,0.005,18.571,0.005,18.121,0.006,17.971,0.004,17.926,0.007,17.931,0.015
8.8396781,11.9672724,0.005,0.005,21.69,0.064,20.493,0.012,19.288,0.014,18.728,0.012,18.459,0.018
8.8396804,11.9163155,0.003,0.003,20.106,0.016,18.903,0.01,18.285,0.004,17.997,0.003,17.848,0.013
8.8396806,11.8299863,0.006,0.003,17.74,0.003,16.712,0.002,16.215,0.002,15.985,0.003,15.843,0.007
8.8396879,12.0155705,0.004,0.002,21.498,0.029,20.323,0.013,19.151,0.008,18.586,0.009,18.32,0.038
8.8396937,12.1951113,0.009,0.011,20.47,0.041,19.577,0.024,19.333,0.031,19.435,0.05,19.11,0.083
8.8397138,11.7656733,0.035,0.064,21.688,0.172,21.813,0.06,21.492,0.037,20.883,0.122,20.712,0.187
8.8397196,11.6216875,0.003,0.008,15.299,0.003,14.821,0.002,14.658,0.003,14.625,0.003,14.581,0.004
8.8397205,11.7449998,0.019,0.017,21.515,0.083,20.465,0.065,20.066,0.077,19.789,0.061,19.677,0.006
8.839736,12.1040574,0.014,0.038,13.736,0.002,13.356,0.002,13.465,-999,13.208,0.005,13.154,0.006
8.8397429,12.0634123,0.034,0.084,21.1,0.036,19.987,0.007,19.453,0.009,19.217,0.016,19.094,0.03
8.8397431,12.1636295,0.005,0.004,19.329,0.01,18.621,0.004,18.291,0.004,18.123,0.011,18.033,0.013
8.8398004,11.7199012,0.015,0.007,21.464,0.073,20.389,0.012,19.846,0.027,19.566,0.017,19.362,0.031
8.8398125,11.776304,0.006,0.007,20.055,0.012,19.779,0.008,19.652,0.016,19.631,0.025,19.576,0.06
8.8398186,11.5919699,0.019,0.032,21.668,0.082,20.732,0.037,20.358,0.038,20.082,0.071,19.863,0.08
8.839828,11.8662474,0.003,0.003,14.977,0.004,14.442,0.002,14.248,0.002,14.188,0.001,14.138,0.002
8.8398357,11.6208271,0.013,0.023,20.006,0.053,19.698,0.011,19.568,0.017,19.538,0.022,19.357,0.041
8.8398512,11.6609043,0.004,0.002,20.804,0.029,19.645,0.009,18.536,0.006,18.051,0.006,17.79,0.013
8.8398538,11.6340593,0.005,0.023,21.592,0.044,20.537,0.011,19.207,0.008,18.6,0.018,18.328,0.011
8.8398703,11.913501,0.004,0.004,21.037,0.031,19.795,0.018,18.68,0.008,18.145,0.011,17.9,0.01
8.8399043,11.7127364,0.018,0.013,21.209,0.023,20.981,0.02,20.886,0.029,20.716,0.144,19.852,0.185
8.8399241,11.6677901,0.009,0.004,21.553,0.081,20.38,0.029,19.541,0.014,19.022,0.025,18.817,0.028
8.8399306,11.8159904,0.007,0.004,13.669,0.002,13.487,-999,13.402,-999,13.358,0.004,13.343,0.003
8.8399529,11.5975222,0.015,0.017,22.049,0.04,21.017,0.027,20.584,0.023,20.268,0.042,19.938,0.092
8.8399587,12.1773999,0.012,0.01,20.917,0.052,19.851,0.011,19.393,0.012,19.181,0.017,19.03,0.02
8.8399743,11.7787345,0.007,0.006,16.353,0.004,15.89,0.003,15.73,0.004,15.67,0.003,15.628,0.003
8.8400116,11.6833739,0.01,0.009,22.46,0.103,21.264,0.028,20.05,0.029,19.481,0.024,19.296,0.044
8.840051,11.6661881,0.012,0.091,14.646,0.006,13.955,0.008,13.791,0.001,13.618,0.01,13.624,0.006
8.8400532,12.1320878,0.007,0.003,19.532,0.008,19.059,0.008,18.921,0.008,18.874,0.018,18.862,0.017
8.8400933,11.8767145,0.003,0.002,15.609,0.002,15.094,0.002,14.924,0.004,14.865,0.003,14.81,0.003
8.8400934,11.7723499,0.004,0.003,21.002,0.026,19.784,0.011,18.677,0.006,18.172,0.009,17.907,0.006
8.8400943,11.6590023,0.005,0.004,20.684,0.036,19.664,0.008,19.164,0.009,18.927,0.02,18.758,0.018
8.8401004,11.5478537,0.006,0.006,21.654,0.072,20.414,0.011,19.396,0.015,18.936,0.014,18.725,0.022
8.8401087,12.2262607,0.013,0.014,19.799,0.044,19.629,0.044,19.371,0.036,19.369,0.048,19.373,0.117
8.8401227,11.9127331,0.003,0.006,19.837,0.019,18.719,0.003,18.225,0.007,17.988,0.005,17.868,0.009
8.8401259,11.8066837,0.012,0.012,21.168,0.068,20.488,0.027,20.217,0.054,20.087,0.049,19.808,0.049
8.8401369,11.703466,0.009,0.004,19.816,0.035,19.188,0.043,18.702,0.037,18.497,0.023,18.4,0.032
8.8401402,11.9901475,0.006,0.008,20.743,0.021,19.563,0.008,18.947,0.012,18.662,0.01,18.459,0.015
8.8401485,11.3704003,0.003,0.003,14.913,0.002,14.522,0.002,14.389,0.003,14.359,0.002,14.326,0.003
8.840163,12.1199369,0.006,0.005,21.058,0.029,19.931,0.015,19.594,0.021,19.309,0.034,19.192,0.03
8.8401654,11.6027208,0.051,0.042,21.677,0.189,21.274,0.053,21.072,0.052,20.797,0.055,20.611,0.172
8.8401773,12.1458638,0.016,0.025,21.948,0.073,21.264,0.035,20.919,0.05,20.713,0.07,20.233,0.126
8.8401788,12.1924448,0.007,0.008,21.284,0.02,20.089,0.013,19.28,0.01,18.912,0.017,18.712,0.02
8.8401918,12.1063997,0.007,0.013,21.335,0.022,20.118,0.01,19.332,0.007,18.987,0.011,18.798,0.032
8.8402175,11.579945,0.018,0.015,21.18,0.065,20.95,0.015,20.824,0.038,20.787,0.026,20.746,0.193
8.8402223,12.2482536,0.032,0.028,22.505,0.191,21.532,0.075,20.775,0.119,20.439,0.05,20.022,0.132
8.8402375,11.7582527,0.005,0.003,19.426,0.015,18.297,0.006,17.084,0.006,16.533,0.005,16.282,0.004
8.840247,11.463231,0.004,0.004,16.809,0.004,16.228,0.002,15.967,0.003,15.859,0.006,15.771,0.002
8.8402599,11.5067502,0.007,0.002,16.622,0.002,16.315,0.003,16.221,0.006,16.206,0.005,16.192,0.002
8.8402721,11.8238382,0.03,0.019,21.752,0.065,20.687,0.037,20.245,0.06,19.926,0.057,19.705,0.071
8.8402838,12.2308066,0.004,0.004,20.564,0.027,19.361,0.009,18.759,0.009,18.477,0.006,18.317,0.025
8.8402953,11.6651167,0.011,0.011,22.066,0.136,20.77,0.018,20.18,0.017,19.871,0.02,19.551,0.038
8.8403128,11.7424458,0.005,0.046,20.035,0.022,18.872,0.007,18.329,0.005,18.03,0.005,17.884,0.017
8.8403132,11.6211257,0.008,0.011,21.803,0.032,20.407,0.018,19.928,0.02,19.697,0.031,19.497,0.028
8.8403341,11.5423678,0.01,0.009,21.918,0.042,20.693,0.023,19.502,0.009,18.912,0.013,18.613,0.032
8.8403393,11.7052623,0.011,0.002,18.222,0.007,17.094,0.003,16.445,0.005,16.136,0.003,15.953,0.006
8.8403407,12.1405991,0.006,0.01,21.038,0.026,19.805,0.014,19.357,0.017,19.23,0.036,18.94,0.048
8.8403417,12.1113393,0.019,0.038,21.683,0.032,20.498,0.01,19.399,0.011,18.92,0.015,18.665,0.006
8.8403433,11.7608595,0.006,0.003,19.215,0.013,18.976,0.009,18.881,0.021,18.838,0.015,18.836,0.02
8.8403441,11.5315362,0.006,0.006,21.116,0.032,19.921,0.01,18.992,0.007,18.541,0.002,18.329,0.016
8.8403532,12.1147418,0.03,0.045,21.303,0.064,20.711,0.064,20.205,0.047,20.049,0.079,19.72,0.114
8.8403561,11.5834139,0.006,0.003,14.748,0.003,14.382,0.002,14.246,0.001,14.232,0.002,14.194,0.004
8.840357,12.0775618,0.014,0.042,17.989,0.003,16.907,0.003,16.429,0.003,16.202,0.002,16.062,0.004
8.8403609,12.2222444,0.005,0.005,21.669,0.03,20.43,0.022,18.866,0.012,18.167,0.011,17.797,0.01
8.8403656,12.1144271,0.07,0.13,21.691,0.089,20.681,0.042,20.497,0.196,20.242,0.064,19.631,0.181
8.8403679,11.6951799,0.007,0.007,22.066,0.035,21.102,0.013,19.783,0.016,19.175,0.015,18.887,0.026
8.8403984,11.6216486,0.014,0.025,20.288,0.029,20.227,0.048,19.615,0.015,19.582,0.02,19.378,0.023
8.8404035,12.2377064,0.006,0.006,16.782,0.002,16.258,0.003,16.058,0.003,15.998,0.003,15.946,0.009
8.8404161,12.2440449,0.013,0.014,21.361,0.057,20.579,0.047,20.079,0.038,19.921,0.038,19.714,0.048
8.8404333,11.9799297,0.013,0.013,22.395,0.2,21.82,0.07,20.481,0.046,19.834,0.015,19.459,0.045
8.8404358,11.8173335,0.011,0.012,20.945,0.046,20.638,0.024,20.462,0.038,20.491,0.029,20.106,0.218
8.84044,11.9291267,0.007,0.007,21.946,0.045,20.727,0.023,19.758,0.01,19.356,0.016,19.116,0.048
8.8404591,11.4725735,0.008,0.013,20.091,0.021,19.596,0.008,19.424,0.008,19.336,0.035,19.339,0.012
8.8404696,11.487554,0.007,0.005,20.073,0.009,19.065,0.005,18.56,0.000612,18.377,0.008,18.18,0.015
8.8404849,11.8548792,0.018,0.019,20.956,0.031,19.707,0.026,18.924,0.006,18.546,0.004,18.361,0.012
8.8404939,12.1540384,0.006,0.009,21.011,0.025,19.918,0.008,19.419,0.008,19.163,0.017,18.979,0.031
8.8405132,11.407871,0.011,0.01,22.084,0.064,20.937,0.026,20.109,0.008,19.665,0.055,19.453,0.081
8.8405149,11.6038302,0.021,0.021,21.601,0.05,21.198,0.038,21.008,0.062,20.851,0.069,20.633,0.176
8.8405247,12.1300074,0.004,0.005,19.649,0.011,19.422,0.008,19.362,0.011,19.335,0.019,19.259,0.061
8.8405292,11.5923848,0.018,0.023,21.296,0.077,20.743,0.032,20.773,0.03,20.503,0.063,20.406,0.143
8.8405353,12.0835236,0.011,0.025,22.026,0.106,21.154,0.026,20.027,0.013,19.497,0.026,19.259,0.081
8.8405421,12.0344925,0.003,0.012,21.186,0.024,19.784,0.029,18.365,0.007,17.611,0.008,17.209,0.006
8.8405464,11.5727943,0.008,0.023,20.027,0.021,19.754,0.011,19.681,0.045,19.641,0.029,19.676,0.098
8.8405486,12.1044747,0.018,0.054,21.782,0.039,20.614,0.016,19.267,0.009,18.674,0.008,18.416,0.008
8.8405499,11.6757929,0.065,0.049,19.613,0.011,18.433,0.005,17.918,0.004,17.663,0.009,17.539,0.011
8.8405616,11.485886,0.004,0.002,16.507,0.003,16.043,0.002,15.893,0.006,15.836,0.004,15.789,0.005
8.8405623,12.1683114,0.045,0.031,21.664,0.039,21.341,0.065,21.204,0.023,20.667,0.047,19.935,0.178
8.8405689,12.1408925,0.01,0.021,21.209,0.031,20.031,0.007,18.982,0.008,18.506,0.011,18.359,0.023
8.8405709,11.5856436,0.019,0.015,21.198,0.039,21.045,0.028,20.62,0.024,20.401,0.036,20.664,0.18
8.8405786,11.3830142,0.004,0.004,16.107,0.004,15.641,0.001,15.464,0.006,15.387,0.003,15.332,0.006
8.8405799,12.2451957,0.018,0.024,19.701,0.049,19.339,0.039,19.184,0.037,19.332,0.003,18.946,0.04
8.8405809,11.7566169,0.034,0.047,21.228,0.059,20.982,0.037,20.66,0.104,20.671,0.047,20.628,0.175
8.8405832,11.566363,0.007,0.008,19.116,0.011,18.28,0.003,17.924,0.009,17.783,0.006,17.635,0.011
8.8405843,12.0360375,0.002,0.003,14.906,0.003,14.221,0.003,13.962,0.001,13.867,0.002,13.792,0.000842
8.8405981,12.1769511,0.004,0.004,18.466,0.008,18.155,0.004,18.046,0.005,18.025,0.012,18.031,0.026
8.8405995,12.243851,0.051,0.042,20.781,-999,19.745,0.049,18.848,0.026,18.556,0.029,18.363,0.018
8.8406046,11.9554391,0.004,0.004,14.51,0.002,14.2,0.003,14.094,0.000969,14.088,0.001,14.067,0.004
8.8406073,11.6982289,0.023,0.021,21.013,0.052,20.623,0.034,20.468,0.033,20.313,0.04,20.001,0.1
8.8406444,11.4043501,0.065,0.048,19.168,0.031,18.312,0.012,17.593,0.008,17.266,0.007,17.058,0.011
8.8406527,12.2490707,0.003,0.013,20.107,0.013,18.844,0.005,18.137,0.006,17.81,0.005,17.608,0.006
8.8406573,11.4454321,0.01,0.008,22.192,0.179,21.04,0.037,19.639,0.032,19.043,0.018,18.744,0.011
8.8406971,11.8400129,0.036,0.034,21.957,0.242,21.608,0.048,21.196,0.061,21.154,0.087,20.37,0.141
8.8407093,11.9090055,0.003,0.002,19.335,0.006,18.074,0.004,17.297,0.004,16.926,0.005,16.751,0.006
8.8407221,12.1975842,0.006,0.009,19.779,0.013,18.757,0.004,18.311,0.009,18.098,0.009,17.96,0.013
8.8407271,12.2451891,0.009,0.008,18.996,0.066,18.255,0.029,18.177,0.049,18.097,0.045,18.084,0.054
8.8407301,12.1776724,0.005,0.01,19.462,0.015,19.022,0.006,18.862,0.017,18.768,0.012,18.704,0.032
8.8407316,12.2071329,0.033,0.028,22.022,0.021,21.676,0.062,21.097,0.04,20.78,0.048,19.913,0.157
