raMean,decMean,raMeanErr,decMeanErr,gMeanPSFMag,gMeanPSFMagErr,rMeanPSFMag,rMeanPSFMagErr,iMeanPSFMag,iMeanPSFMagErr,zMeanPSFMag,zMeanPSFMagErr,yMeanPSFMag,yMeanPSFMagErr
8.8365679,11.8271336,0.024,0.016,21.229,0.03,20.426,0.038,20.106,0.035,19.933,0.045,19.31,0.187
8.8365719,11.825289,0.005,0.001,17.219,0.008,15.971,0.002,14.958,0.005,14.498,0.002,14.264,0.003
8.8365812,12.1733234,0.004,0.002,19.924,0.013,18.845,0.004,18.308,0.004,18.027,0.006,17.881,0.012
8.8365819,11.758752,0.008,0.008,22.586,-999,21.667,0.034,20.025,0.017,19.222,0.023,18.85,0.025
8.8365893,11.5402847,0.012,0.006,14.732,0.002,14.162,0.003,13.944,0.003,13.871,0.002,13.801,0.002
8.8365893,11.783067,0.003,0.003,16.244,0.002,15.684,0.003,15.449,0.003,15.36,0.004,15.282,0.004
8.8365951,12.0085594,0.006,0.005,21.199,0.05,20.098,0.016,18.915,0.01,18.378,0.007,18.132,0.01
8.8365966,11.8192334,0.02,0.019,21.959,0.208,21.608,0.047,20.829,0.05,20.387,0.046,20.119,0.122
8.8366082,11.709254,0.006,0.006,21.829,0.055,20.787,0.04,19.481,0.005,18.901,0.014,18.634,0.027
8.8366093,12.2267925,0.003,0.014,17.776,0.004,17.209,0.002,17.004,0.002,16.935,0.003,16.877,0.015
8.8366094,11.5085993,0.007,0.016,21.325,0.05,20.06,0.028,18.922,0.009,18.395,0.008,18.119,0.017
8.8366238,12.1400519,0.016,0.016,21.974,0.145,21.698,0.061,20.656,0.043,20.256,0.045,19.761,0.037
8.836624,11.925559,0.005,0.007,20.389,0.029,19.18,0.011,18.5,0.002,18.212,0.009,18.012,0.009
8.8366299,11.6631385,0.016,0.022,22.121,0.012,20.916,0.035,20.13,0.023,19.745,0.019,19.581,0.056
8.8366356,12.1033538,0.01,0.01,21.725,0.115,20.718,0.029,19.506,0.009,18.999,0.021,18.723,0.026
8.836636,11.6111318,0.022,0.026,19.102,0.005,18.704,0.008,18.547,0.007,18.499,0.006,18.461,0.022
8.8366523,11.8704079,0.009,0.008,21.685,0.079,20.5,0.014,19.452,0.028,19.033,0.01,18.628,0.048
8.8366625,11.4508467,0.003,0.004,20.765,0.032,19.469,0.008,17.809,0.011,17.027,0.005,16.655,0.007
8.836669,11.4265192,0.011,0.007,21.701,0.144,20.754,0.013,19.337,0.003,18.691,0.021,18.443,0.021
8.8366797,11.7577451,0.006,0.006,22.063,0.119,21.185,0.024,19.616,0.015,18.888,0.007,18.503,0.025
8.8367062,11.7147173,0.004,0.002,15.417,0.001,14.92,0.002,14.735,0.004,14.703,0.002,14.658,0.004
8.836747,11.9471118,0.026,0.025,22.256,0.174,21.805,0.07,21.049,0.073,20.732,0.03,20.434,0.152
8.8367503,12.1606549,0.074,0.015,12.821,-999,12.435,-999,12.314,-999,12.286,-999,12.265,0.004
8.8367888,11.4509391,0.017,0.016,21.139,0.028,20.812,0.017,20.578,0.044,20.547,0.071,20.682,0.194
8.8367934,11.7730931,0.023,0.035,21.669,0.078,21.091,0.051,20.869,0.056,20.614,0.064,20.205,0.278
8.8367975,11.4228573,0.059,0.065,21.583,0.135,21.25,0.046,21.04,0.084,21.109,0.159,20.357,0.145
8.8367992,11.454567,0.003,0.002,15.278,0.003,14.797,0.002,14.648,0.006,14.602,0.003,14.562,0.003
8.8368256,12.0319465,0.003,0.007,17.491,0.005,17.012,0.002,16.851,0.002,16.798,0.008,16.756,0.008
8.8368355,12.1864616,0.003,0.002,16.072,0.003,15.703,0.002,15.575,0.002,15.549,0.003,15.523,0.005
8.8368603,11.7834021,0.032,0.046,21.794,0.101,21.619,0.046,21.386,0.044,21.259,0.074,20.724,0.188
8.8368633,11.4097463,0.003,0.004,16.453,0.003,16.136,0.001,15.883,0.006,16.022,0.007,15.975,0.004
8.8368664,11.9966147,0.018,0.005,21.52,0.049,20.402,0.02,19.425,0.011,18.963,0.012,18.692,0.008
8.8368803,11.8696388,0.005,0.005,20.645,0.044,19.384,0.012,18.62,0.011,18.279,0.013,17.984,0.01
8.8368854,11.8051493,0.004,0.008,16.923,0.002,16.474,0.002,16.305,0.004,16.27,0.003,16.227,0.008
8.8368859,11.5753957,0.019,0.019,22.399,0.014,21.385,0.032,20.329,0.041,19.88,0.029,19.591,0.025
8.8368882,11.8502173,0.016,0.012,20.718,0.041,19.407,0.032,18.545,0.025,18.065,0.014,17.618,0.037
8.8368896,11.6682704,0.055,0.086,15.297,0.003,14.95,0.002,14.842,0.004,14.844,0.002,14.824,0.004
8.836891,12.1220258,0.007,0.007,22.185,0.115,21.151,0.018,19.843,0.017,19.219,0.015,18.859,0.009
8.8368954,11.4244487,0.01,0.01,21.022,0.045,20.226,0.022,19.823,0.029,19.669,0.009,19.351,0.041
8.8369096,12.2286778,0.021,0.025,21.967,0.06,21.433,0.053,21.079,0.025,20.902,0.053,20.458,0.154
8.8369206,11.4387529,0.023,0.026,20.992,0.102,20.453,0.028,20.103,0.088,20.261,0.107,19.739,0.081
8.8369257,11.6018085,0.018,0.025,21.143,0.027,19.98,0.011,18.536,0.006,17.87,0.005,17.555,0.015
8.8369264,11.5561011,0.014,0.014,21.262,0.039,20.962,0.03,20.794,0.028,20.665,0.05,20.625,0.188
8.8369298,11.8111434,0.004,0.002,20.736,0.015,19.44,0.012,18.362,0.006,17.875,0.008,17.634,0.02
8.8369525,11.8394492,0.005,0.004,16.399,0.002,15.76,0.002,15.487,0.003,15.377,0.003,15.275,0.003
8.8369557,11.4049495,0.006,0.006,21.103,0.051,19.921,0.012,18.477,0.027,18.058,0.007,17.741,0.019
8.8369622,11.7895537,0.009,0.02,22.091,0.07,20.921,0.023,19.479,0.011,18.805,0.011,18.489,0.014
8.8369724,11.552556,0.007,0.006,15.636,0.002,15.177,0.004,15.029,0.000924,14.999,0.003,14.957,0.002
8.836973,11.5425458,0.016,0.026,21.181,0.039,20.281,0.014,19.91,0.017,19.746,0.023,19.585,0.038
8.8369762,11.9581394,0.078,0.201,11.831,-999,11.604,-999,11.545,-999,11.548,-999,11.557,-999
8.8369829,12.2299819,0.01,0.009,22.12,0.182,21.431,0.026,20.137,0.025,19.544,0.018,19.217,0.043
8.8369905,11.7371593,0.021,0.034,21.657,0.084,21.113,0.045,20.832,0.047,20.727,0.092,20.157,0.113
8.8369992,11.5015099,0.003,0.003,20.339,0.016,19.064,0.012,18.237,0.01,17.861,0.009,17.657,0.016
8.8370055,11.5640663,0.01,0.005,18.286,0.005,17.25,0.003,16.815,0.002,16.632,0.009,16.492,0.009
8.837008,12.1296207,0.013,0.01,22.437,0.19,21.699,0.04,20.25,0.035,19.552,0.024,19.227,0.055
8.8370175,11.9993257,0.004,0.003,19.292,0.007,18.656,0.005,18.405,0.005,18.313,0.007,18.276,0.017
8.8370204,11.7656744,0.002,0.005,18.549,0.005,17.382,0.003,16.836,0.001,16.588,0.002,16.422,0.005
8.8370239,11.6225185,0.022,0.032,16.306,0.003,15.655,0.001,15.425,0.004,15.35,0.003,15.279,0.005
8.8370501,11.5367561,0.004,0.003,20.072,0.013,18.841,0.006,18.17,0.008,17.873,0.006,17.686,0.014
8.8370537,11.471154,0.029,0.019,21.367,0.07,20.409,0.026,20.171,0.066,20.064,0.045,19.629,0.027
8.8370684,12.2208653,0.004,0.017,18.757,0.005,18.649,0.004,18.672,0.007,18.719,0.011,18.694,0.022
8.8370724,11.9530944,0.004,0.005,16.495,0.003,16.203,0.003,16.104,0.005,16.098,0.004,16.076,0.006
8.8370794,11.9565111,0.037,0.032,19.785,0.029,18.89,0.028,18.105,0.018,17.844,0.009,17.529,0.017
8.8370907,11.4169164,0.007,0.014,20.973,0.074,19.861,0.014,18.47,0.012,18.096,0.01,17.765,0.018
8.8370931,11.553881,0.006,0.006,17.168,0.003,16.497,0.002,16.244,0.003,16.157,0.005,16.062,0.005
8.8371165,12.0859701,0.047,0.077,12.708,-999,12.397,-999,12.27,-999,12.201,-999,12.13,0.002
8.8371274,11.6272668,0.011,0.022,17.536,0.005,17.18,0.004,17.049,0.002,17.033,0.006,16.993,0.006
8.837152,11.727024,0.004,0.005,20.504,0.017,19.273,0.006,18.563,0.008,18.228,0.01,18.038,0.016
8.8371571,12.0459643,0.004,0.002,20.317,0.017,19.048,0.005,18.136,0.005,17.727,0.007,17.514,0.014
8.8371617,12.1917502,0.004,0.006,19.653,0.005,19.353,0.007,19.243,0.009,19.23,0.011,19.19,0.015
8.8371754,11.8454647,0.014,0.018,20.977,0.033,19.9,0.052,19.68,0.052,19.439,0.072,19.379,0.138
8.8371978,11.4995752,0.03,0.025,21.594,0.07,20.747,0.055,20.518,0.067,20.138,0.071,19.884,0.197
8.8372012,11.4810874,0.004,0.007,19.11,0.01,18.662,0.006,18.509,0.008,18.472,0.008,18.439,0.014
8.8372143,12.1782212,0.004,0.004,20.842,0.021,19.709,0.009,19.04,0.006,18.71,0.006,18.54,0.011
8.8372146,11.5633157,0.01,0.011,21.853,0.054,20.643,0.019,19.655,0.014,19.168,0.012,18.903,0.031
8.8372184,11.8996642,0.009,0.006,21.961,0.028,20.663,0.041,19.424,0.014,18.872,0.025,18.61,0.054
8.8372225,11.4550953,0.006,0.005,18.815,0.009,19.216,0.006,18.982,0.024,19.037,0.011,19.076,0.029
8.8372234,12.2200336,0.003,0.015,18.293,0.005,17.342,0.003,16.959,0.003,16.798,0.005,16.689,0.008
8.8372379,11.9499904,0.007,0.007,21.973,0.083,20.975,0.016,19.696,0.011,19.085,0.012,18.724,0.03
8.8372525,11.7010513,0.01,0.009,22.08,0.083,21.124,0.043,19.968,0.02,19.43,0.024,19.186,0.015
8.8372528,11.6950534,0.014,0.005,22.082,0.138,20.88,0.029,19.83,0.012,19.344,0.011,19.059,0.029
8.837292,11.6648866,0.015,0.023,22.268,0.09,21.493,0.022,20.329,0.043,19.818,0.026,19.591,0.038
8.8372948,11.6923312,0.021,0.009,22.12,0.085,21.202,0.023,19.783,0.016,19.092,0.017,18.769,0.019
8.8372988,11.8488501,0.002,0.004,16.86,0.002,16.178,0.002,15.918,0.004,15.819,0.002,15.71,0.007
8.8373161,12.1350211,0.012,0.003,21.77,0.065,20.559,0.014,19.496,0.012,19,0.017,18.755,0.055
8.8373232,12.1381738,0.011,0.01,21.864,0.068,20.748,0.015,20.312,0.022,20.049,0.01,19.823,0.104
8.8373402,11.6252318,0.014,0.022,21.431,0.057,20.427,0.04,20.035,0.03,19.806,0.043,19.423,0.028
8.8373422,11.6690287,0.016,0.015,21.421,0.048,20.872,0.047,20.672,0.05,20.462,0.038,20.386,0.168
8.8373488,11.6026212,0.021,0.006,18.183,0.005,17.833,0.003,17.69,0.004,17.658,0.016,17.622,0.01
8.8373518,11.6520462,0.012,0.022,21.992,0.128,20.894,0.016,20.135,0.023,19.741,0.026,19.561,0.04
8.8373696,12.1643719,0.013,0.012,22.084,0.084,21.06,0.02,20.6,0.014,20.396,0.023,20.147,0.023
8.8373719,11.5143569,0.015,0.017,21.458,0.06,20.58,0.038,20.174,0.055,20.034,0.061,19.667,0.071
8.8373768,12.2124624,0.014,0.007,20.852,0.036,19.691,0.009,18.97,0.009,18.611,0.009,18.408,0.026
8.8373812,11.6489527,0.031,0.032,21.729,0.041,20.72,0.017,19.521,0.015,19.018,0.011,18.729,0.026
8.8373837,12.069741,0.009,0.017,21.192,0.04,20.067,0.015,19.441,0.011,19.128,0.009,18.911,0.026
8.8373843,11.567116,0.013,0.013,21.395,0.011,20.832,0.028,20.586,0.042,20.477,0.036,20.313,0.274
8.8373852,12.0291289,0.002,0.003,19.014,0.009,17.796,0.002,17.136,0.004,16.843,0.004,16.667,0.013
8.8373871,12.0854077,0.018,0.022,22.13,0.069,21.054,0.015,20.774,0.032,20.518,0.063,19.88,0.161
8.8373999,11.74155,0.005,0.004,15.402,0.004,14.899,0.003,14.739,0.004,14.691,0.002,14.637,0.004
8.8374024,11.663315,0.026,0.023,21.888,0.049,21.202,0.046,20.642,0.063,20.452,0.042,20.038,0.016
8.8374046,11.9901343,0.011,0.008,20.244,0.043,19.446,0.031,19.057,0.028,19.002,0.031,18.905,0.066
8.8374073,12.1387365,0.005,0.005,20.618,0.02,19.924,0.01,19.595,0.023,19.449,0.014,19.34,0.022
8.8374215,12.0686164,0.043,0.029,21.663,0.041,21.027,0.036,20.705,0.05,20.488,0.107,20.043,0.186
8.8374228,11.817589,0.007,0.01,22.022,0.119,20.831,0.032,19.618,0.019,19.066,0.01,18.789,0.019
8.837428,11.4156152,0.005,0.005,13.817,0.004,13.457,0.01,13.454,-999,13.214,0.032,13.249,0.003
8.8374353,11.9181379,0.004,0.004,21.19,0.052,20.015,0.012,18.795,0.01,18.21,0.006,17.954,0.017
8.8374427,12.0103828,0.006,0.003,20.837,0.021,19.63,0.012,18.876,0.006,18.54,0.008,18.382,0.011
8.8374517,11.9424249,0.015,0.026,21.098,0.035,19.883,0.022,18.979,0.014,18.547,0.011,18.354,0.015
8.8374656,12.2092936,0.014,0.013,21.409,0.108,20.727,0.043,20.535,0.038,20.373,0.066,20.233,0.124
8.8374679,12.2302469,0.014,0.014,20.929,0.029,20.572,0.024,20.407,0.025,20.458,0.051,20.652,0.184
8.8374803,11.3903633,0.019,0.07,21.25,0.045,19.964,0.02,19.126,0.014,18.761,0.01,18.538,0.028
8.8375142,12.0305455,0.004,0.005,17.212,0.005,16.985,0.003,16.933,0.004,16.971,0.005,16.948,0.006
8.8375178,11.7252323,0.004,0.01,20.008,0.011,19.341,0.013,19.07,0.005,18.961,0.015,18.916,0.017
8.8375189,11.6926401,0.005,0.002,19.546,0.005,18.383,0.005,17.145,0.005,16.597,0.005,16.334,0.007
8.8375283,12.1757489,0.005,0.007,17.435,0.003,16.226,0.004,15.546,0.004,15.227,0.002,15.055,0.004
8.83753,11.9748429,0.015,0.014,22.015,0.149,21.634,0.038,20.733,0.031,20.277,0.039,19.865,0.074
8.8375323,11.418347,0.009,0.008,21.577,0.089,20.406,0.034,19.617,0.018,19.25,0.018,18.965,0.045
8.8375335,12.1745763,0.03,0.039,16.349,0.005,15.148,0.003,14.416,0.000947,14.077,0.002,13.91,0.004
8.8375451,12.1638994,0.012,0.013,21.281,0.032,20.944,0.019,20.786,0.019,20.791,0.076,20.052,0.185
8.837551,12.1623504,0.002,0.007,19.233,0.009,18.082,0.002,17.5,0.003,17.234,0.003,17.087,0.007
8.837559,11.3916197,0.008,0.032,20.876,0.054,19.898,0.012,19.452,0.014,19.25,0.023,19.084,0.045
8.8375648,11.7891234,0.005,0.012,20.765,0.015,19.527,0.008,18.736,0.01,18.324,0.01,18.148,0.01
8.8375697,12.0850189,0.004,0.011,17.523,0.003,16.565,0.002,16.197,0.004,16.039,0.004,15.929,0.007
8.8375732,11.6825584,0.032,0.032,21.894,0.061,21.39,0.043,20.997,0.035,20.911,0.067,20.54,0.167
8.8375872,11.8245714,0.009,0.015,19.814,0.012,19.139,0.009,18.887,0.008,18.765,0.007,18.667,0.032
8.8376085,12.0116744,0.007,0.008,22.036,0.151,21.045,0.05,19.684,0.018,18.991,0.011,18.676,0.024
8.8376106,11.7797935,0.018,0.004,21.243,0.037,20.255,0.013,19.908,0.019,19.652,0.025,19.561,0.053
8.8376253,11.7069541,0.011,0.023,15.165,0.003,14.577,0.003,14.343,0.003,14.238,0.002,14.169,0.002
8.8376323,12.1544385,0.002,0.005,17.756,0.002,16.742,0.002,16.341,0.002,16.163,0.003,16.042,0.005
8.837635,11.4888636,0.002,0.003,17.507,0.007,17.16,0.005,17.074,0.000821,17.076,0.004,17.042,0.009
8.8376433,11.9138729,0.006,0.001,19.115,0.006,17.906,0.005,17.255,0.003,16.966,0.003,16.799,0.013
8.8376523,11.8035613,0.007,0.01,18.912,0.005,17.705,0.003,17.082,0.002,16.8,0.003,16.632,0.005
8.8376542,11.8547966,0.052,0.06,22.142,0.224,21.284,0.064,20.227,0.011,19.602,0.018,19.06,0.043
8.8376617,11.490743,0.002,0.002,15.617,0.003,15.071,0.004,14.863,0.006,14.775,0.004,14.705,0.002
8.837687,11.7994737,0.009,0.021,20.699,0.018,19.478,0.006,18.282,0.008,17.741,0.01,17.456,0.011
8.8376958,12.140642,0.004,0.018,17.863,0.004,17.5,0.002,17.38,0.005,17.366,0.007,17.32,0.007
8.8377137,11.404822,0.021,0.017,21.008,0.081,20.255,0.073,19.9,0.087,19.673,0.008,19.232,0.063
8.8377239,11.9134078,0.007,0.014,24.451,-999,20.718,0.021,19.248,0.01,18.564,0.011,18.239,0.014
8.8377472,11.6615739,0.009,0.003,14.822,0.004,14.287,0.002,14.081,0.002,14.001,0.002,13.939,0.003
8.8377495,11.4598131,0.011,0.01,20.796,0.019,20.424,0.01,20.289,0.02,20.206,0.039,19.93,0.122
8.8377533,11.7158154,0.003,0.002,20.99,0.02,19.81,0.01,18.608,0.009,18.066,0.006,17.827,0.009
8.8377543,12.2257756,0.007,0.007,21.839,0.099,20.835,0.025,19.678,0.016,19.17,0.015,18.857,0.035
8.8377606,11.8884706,0.053,0.027,22.048,0.313,20.493,0.059,20.482,0.055,19.59,0.027,19.462,0.008
8.8377685,11.8659312,0.036,0.034,22.063,0.025,21.132,0.046,20.982,0.09,20.695,0.057,19.765,0.139
8.8377703,11.5661433,0.002,0.003,17.067,0.003,15.887,0.003,15.259,0.004,14.999,0.003,14.832,0.002
8.8377732,11.5487697,0.015,0.021,21.21,0.067,20.761,0.037,20.594,0.031,20.556,0.07,19.867,0.009
8.8378087,11.9596274,0.005,0.005,21.383,0.036,20.248,0.014,19.269,0.009,18.826,0.01,18.559,0.005
8.8378207,11.9648394,0.006,0.015,18.185,0.003,17.8,0.002,17.669,0.004,17.656,0.005,17.61,0.01
8.8378291,11.4850731,0.018,0.016,21.603,0.047,20.784,0.037,20.535,0.06,20.348,0.081,19.807,0.014
8.8378572,11.8966656,0.013,0.015,13.31,-999,12.965,-999,12.828,-999,12.765,-999,12.65,0.004
8.8378625,11.6735952,0.006,0.006,22.031,0.034,20.96,0.018,19.667,0.014,19.058,0.011,18.785,0.011
8.8378654,11.6258482,0.016,0.016,20.774,0.019,19.601,0.012,18.859,0.006,18.499,0.006,18.328,0.015
8.8378684,11.9252722,0.007,0.013,21.952,0.085,20.803,0.038,19.594,0.016,18.987,0.025,18.629,0.02
8.8378777,11.4347575,0.009,0.012,19.723,0.016,19.451,0.008,19.338,0.014,19.344,0.026,19.273,0.012
8.8378783,11.5810946,0.007,0.004,19.316,0.009,18.867,0.008,18.703,0.005,18.626,0.014,18.577,0.022
8.8378819,11.5511488,0.007,0.006,21.662,0.036,20.469,0.023,19.461,0.009,19.032,0.012,18.799,0.027
8.8378916,11.936159,0.048,0.057,20.687,0.023,20.246,0.014,20.076,0.019,19.981,0.055,19.895,0.185
8.8379198,11.9129333,0.003,0.006,15.325,0.004,14.911,0.003,14.775,0.004,14.741,0.003,14.69,0.000702
8.8379418,11.4034589,0.024,0.021,20.723,0.073,20.45,0.04,19.22,0.006,18.794,0.035,18.277,0.032
8.8379431,12.1252366,0.006,0.016,15.687,0.002,15.333,0.002,15.223,0.002,15.21,0.002,15.199,0.004
8.8379705,12.1560159,0.004,0.006,21.393,0.035,20.166,0.011,18.895,0.007,18.294,0.008,18.037,0.014
8.8379705,12.030989,0.008,0.003,18.709,0.005,18.407,0.006,18.325,0.015,18.299,0.009,18.279,0.014
8.8379835,11.9436136,0.009,0.009,21.728,0.047,20.466,0.017,19.933,0.016,19.713,0.027,19.532,0.078
8.8380317,11.5512083,0.009,0.008,20.394,0.022,20.152,0.015,20.063,0.028,20.048,0.024,20.02,0.032
8.8380336,12.1637351,0.024,0.024,22.368,0.203,21.453,0.04,20.979,0.034,20.639,0.047,20.604,0.174
8.8380443,11.9702386,0.064,0.054,20.367,0.037,22.25,0.057,21.359,0.037,20.68,0.03,19.895,0.15
8.8380514,11.7251189,0.014,0.014,22.456,0.198,21.239,0.052,20.465,0.036,19.955,0.043,19.756,0.065
8.8380543,11.4938126,0.013,0.004,19.202,0.059,18.343,0.043,17.855,0.062,17.693,0.036,17.555,0.017
8.8380552,11.8127136,0.003,0.002,20.015,0.008,18.758,0.004,17.954,0.004,17.589,0.004,17.37,0.007
8.8380555,11.7098752,0.006,0.013,17.452,0.004,16.93,0.003,16.729,0.006,16.648,0.004,16.602,0.007
8.8380622,11.5377452,0.008,0.009,21.435,0.089,20.353,0.016,19.183,0.005,18.65,0.009,18.326,0.021
8.8380963,12.0981172,0.012,0.008,20.442,0.045,19.696,0.013,19.448,0.039,19.423,0.045,19.128,0.012
8.8381058,11.7824045,0.01,0.008,21.864,0.091,20.386,0.022,19.735,0.026,19.412,0.046,19.262,0.049
8.8381197,11.6512457,0.017,0.028,22.237,0.145,21.192,0.029,20.563,0.031,20.344,0.027,20.458,0.156
8.8381297,11.9077311,0.002,0.006,15.833,0.002,15.275,0.002,15.097,0.009,15.017,0.002,14.955,0.003
8.8381309,11.9392424,0.005,0.005,19.285,0.011,18.523,0.004,18.239,0.007,18.13,0.006,18.052,0.007
8.8381328,11.855871,0.016,0.013,21.348,0.055,20.658,0.024,20.45,0.032,20.435,0.094,19.91,0.177
8.8381359,11.9949133,0.011,0.01,22.231,0.17,21.275,0.044,20.137,0.02,19.541,0.015,19.3,0.061
8.8381531,11.886954,0.004,0.004,20.952,0.038,19.727,0.009,18.359,0.002,17.757,0.023,17.477,0.009
8.8381584,11.4078343,0.013,0.014,19.882,0.041,18.752,0.048,18.31,0.049,18.299,0.057,17.823,0.05
8.8381885,11.9730523,0.015,0.028,20.459,0.041,21.651,0.085,20.684,0.018,20.139,0.043,19.699,0.06
8.8382067,11.8476096,0.013,0.013,22.347,0.168,22.113,0.237,20.408,0.031,19.711,0.048,19.373,0.04
8.8382101,11.4434094,0.012,0.005,17.805,0.004,17.475,0.003,17.376,0.009,17.369,0.005,17.371,0.01
8.8382155,11.9779563,0.007,0.011,20.755,0.032,19.54,0.015,18.315,0.004,17.772,0.004,17.497,0.011
8.838216,11.5114327,0.004,0.003,20.568,0.038,19.285,0.009,17.781,0.003,17.087,0.006,16.761,0.005
8.8382193,11.6699927,0.009,0.048,17.165,0.004,16.41,0.002,16.089,0.005,15.922,0.002,15.807,0.004
8.8382232,11.5458905,0.004,0.009,18.821,0.005,18.465,0.004,18.344,0.006,18.326,0.007,18.276,0.021
8.8382401,12.1285522,0.017,0.026,21.776,0.045,20.524,0.019,19.154,0.011,18.497,0.008,18.212,0.017
8.8382449,12.0546905,0.033,0.018,22.23,0.156,21.293,0.032,20.808,0.053,20.382,0.081,19.945,0.036
8.8382685,11.3956242,0.026,0.086,16.518,0.106,16.081,0.011,15.902,0,15.786,0.0004,15.711,0.006
8.8382687,11.3955967,0.008,0.031,16.62,0.019,16.043,0.013,14.755,0.014,15.751,0.001,15.702,0.002
8.8382739,11.3949783,0.005,0.078,16.386,0.003,15.865,0.02,15.674,0.029,15.653,0.012,15.621,0.003
8.838281,12.1106767,0.015,0.013,22.198,0.324,21.442,0.036,20.39,0.022,20.018,0.037,19.76,0.152
8.8382882,11.6451132,0.011,0.017,22.157,0.055,21.022,0.028,19.753,0.01,19.148,0.007,18.843,0.037
8.8382908,11.9994778,0.002,0.008,18.304,0.007,17.166,0.003,16.483,0.002,16.162,0.005,15.97,0.006
8.8382919,12.2393777,0.003,0.013,16.214,0.003,15.809,0.001,15.661,0.001,15.631,0.003,15.584,0.008
8.8383066,11.7548224,0.008,0.006,21.966,0.028,20.743,0.023,19.669,0.015,19.208,0.012,18.885,0.025
8.83831,12.0086714,0.015,0.011,21.236,0.06,20.303,0.044,19.906,0.025,19.725,0.036,19.585,0.073
8.8383134,11.8356912,0.008,0.009,21.291,0.049,19.913,0.025,19.629,0.045,19.27,0.028,19.115,0.03
8.8383338,12.0859673,0.014,0.014,21.366,0.042,20.1,0.008,18.673,0.009,18.059,0.01,17.757,0.011
8.8383378,11.9733974,0.006,0.007,17.046,0.002,15.931,0.003,15.413,0.002,15.186,0.003,15.035,0.004
8.8383708,11.5419317,0.015,0.011,20.748,0.04,20.486,0.016,20.353,0.013,20.252,0.036,20.05,0.167
8.8383725,11.6536729,0.015,0.015,22.165,0.227,21.096,0.041,20.12,0.015,19.592,0.017,19.349,0.029
8.8383913,11.9170887,0.006,0.002,18.939,0.011,17.744,0.004,16.582,0.002,16.051,0.004,15.764,0.007
8.8384059,11.9225398,0.001,0.001,10.623,-999,9.826,-999,9.479,-999,9.281,-999,9.17,-999
8.8384181,11.6582445,0.053,0.021,21.369,0.062,20.699,0.04,20.664,0.078,20.601,0.074,20.398,0.149
8.8384231,11.9862282,0.006,0.005,21.765,0.033,20.598,0.015,19.583,0.015,19.135,0.012,18.879,0.023
8.838431,11.9154892,0.017,0.014,21.089,0.049,20.592,0.033,20.457,0.027,20.093,0.114,19.383,0.176
8.8384381,11.9066617,0.004,0.005,15.032,0.005,14.603,0.002,14.463,0.003,14.426,0.001,14.383,0.001
8.838444,11.5698908,0.009,0.01,21.295,0.037,20.348,0.016,19.902,0.023,19.703,0.012,19.51,0.02
8.8384681,12.0932517,0.011,0.008,19.87,0.055,19.636,0.017,19.388,0.074,19.647,0.058,19.416,0.055
8.8384925,11.847147,0.006,0.006,21.35,0.026,20.241,0.026,19.171,0.025,18.697,0.01,18.505,0.018
8.8384959,11.4492429,0.008,0.004,16.998,0.004,15.82,0.002,14.789,0.003,14.335,0.003,14.099,0.002
8.8385036,11.4078289,0.001,0.001,9.236,-999,8.468,-999,8.144,-999,7.96,-999,7.855,-999
8.8385125,12.1570282,0.006,0.007,20.715,0.012,20.17,0.013,19.933,0.013,19.774,0.02,19.67,0.049
8.8385204,11.5500061,0.012,0.014,21.691,0.418,21.857,0.034,20.138,0.017,19.184,0.019,18.792,0.02
8.8385236,12.0506807,0.003,0.003,20.776,0.02,19.545,0.009,18.542,0.005,18.086,0.006,17.85,0.026
8.8385269,11.9604229,0.01,0.01,21.985,0.046,21.016,0.022,20.262,0.018,19.865,0.03,19.663,0.061
8.8385293,11.8739922,0.008,0.008,18.867,0.008,17.899,0.004,17.503,0.002,17.337,0.008,17.214,0.011
8.8385382,11.4340075,0.01,0.012,20.561,0.014,19.991,0.01,19.84,0.007,19.766,0.017,19.825,0.025
8.8385626,12.0108875,0.009,0.008,21.275,0.051,20.274,0.02,19.799,0.03,19.565,0.026,19.368,0.055
8.838581,12.0792146,0.006,0.006,22.139,0.179,20.945,0.023,19.387,0.007,18.645,0.01,18.274,0.006
8.8385814,11.6559248,0.004,0.013,18.189,0.008,17.754,0.003,17.597,0.005,17.553,0.004,17.513,0.011
8.8386006,12.0547241,0.005,0.005,20.243,0.022,19.519,0.009,19.221,0.006,19.075,0.009,19.039,0.051
8.8386029,11.4656744,0.004,0.006,13.973,0.004,13.668,0.069,13.506,0.058,13.528,0.002,13.501,0.006
8.8386095,11.8115043,0.003,0.003,20.394,0.021,19.115,0.008,18.141,0.011,17.7,0.006,17.476,0.007
8.8386102,11.4551759,0.031,0.029,22.084,0.267,21.605,0.035,20.711,0.04,20.391,0.08,20.364,0.144
8.8386157,12.0973217,0.003,0.005,16.762,0.003,15.973,0.003,15.694,0.003,15.586,0.002,15.5,0.003
8.8386213,11.5382712,0.002,0.004,16.972,0.004,16.153,0.001,15.855,0.004,15.733,0.002,15.636,0.004
8.8386269,12.0436784,0.01,0.009,14.504,0.004,14.131,0.004,14.012,0.003,13.999,0.001,13.972,0.002
8.8386342,11.5521816,0.024,0.021,21.592,0.051,21.309,0.027,21.039,0.07,21.143,0.217,20.321,0.32
8.8386355,11.5209185,0.016,0.018,21.568,0.099,20.771,0.041,20.082,0.07,20.058,0.073,19.591,0.063
