#AGE= 1.000 EEPS=272
#EEP M/Mo LogTeff LogG LogL/Lo open gp1 rp1 ip1 zp1 yp1 wp1
181 2.010256 3.7883 3.2818 1.5657 0.7683 1.0063 0.7318 0.6642 0.6687 0.6786 0.7870
182 2.010532 3.7836 3.2718 1.5569 0.7875 1.0425 0.7529 0.6773 0.6782 0.6857 0.8091
183 2.010799 3.7790 3.2634 1.5469 0.8101 1.0822 0.7776 0.6940 0.6914 0.6965 0.8347
184 2.011056 3.7745 3.2572 1.5355 0.8364 1.1252 0.8059 0.7149 0.7086 0.7113 0.8640
185 2.011300 3.7702 3.2529 1.5228 0.8664 1.1715 0.8379 0.7397 0.7298 0.7303 0.8968
186 2.011534 3.7663 3.2510 1.5089 0.8999 1.2210 0.8734 0.7684 0.7551 0.7533 0.9332
187 2.011752 3.7626 3.2514 1.4937 0.9368 1.2727 0.9122 0.8009 0.7843 0.7804 0.9726
188 2.011959 3.7591 3.2537 1.4776 0.9764 1.3268 0.9536 0.8365 0.8167 0.8109 1.0148
189 2.012155 3.7559 3.2577 1.4606 1.0185 1.3824 0.9975 0.8747 0.8519 0.8444 1.0592
190 2.012341 3.7528 3.2632 1.4431 1.0625 1.4393 1.0432 0.9153 0.8896 0.8804 1.1054
191 2.012520 3.7500 3.2699 1.4249 1.1080 1.4973 1.0903 0.9575 0.9290 0.9182 1.1531
192 2.012693 3.7469 3.2766 1.4061 1.1555 1.5580 1.1396 1.0015 0.9701 0.9577 1.2028
193 2.012870 3.7438 3.2830 1.3869 1.2043 1.6208 1.1903 1.0467 1.0121 0.9980 1.2541
194 2.013065 3.7402 3.2879 1.3676 1.2532 1.6853 1.2414 1.0916 1.0535 1.0374 1.3057
195 2.013287 3.7362 3.2889 1.3508 1.2964 1.7457 1.2871 1.1304 1.0884 1.0702 1.3519
196 2.013547 3.7316 3.2816 1.3401 1.3247 1.7935 1.3184 1.1540 1.1075 1.0867 1.3837
197 2.013835 3.7272 3.2639 1.3400 1.3273 1.8159 1.3241 1.1519 1.1008 1.0776 1.3899
198 2.014091 3.7237 3.2423 1.3478 1.3102 1.8144 1.3095 1.1312 1.0763 1.0512 1.3756
199 2.014325 3.7209 3.2190 1.3598 1.2822 1.7990 1.2837 1.1003 1.0424 1.0158 1.3500
200 2.014545 3.7185 3.1963 1.3729 1.2511 1.7787 1.2545 1.0669 1.0062 0.9783 1.3209
201 2.014762 3.7162 3.1736 1.3868 1.2182 1.7557 1.2233 1.0317 0.9686 0.9396 1.2898
202 2.014989 3.7141 3.1510 1.4007 1.1852 1.7328 1.1921 0.9965 0.9311 0.9007 1.2587
203 2.015212 3.7122 3.1267 1.4176 1.1450 1.7012 1.1535 0.9544 0.8868 0.8555 1.2201
204 2.015425 3.7107 3.1017 1.4364 1.0996 1.6630 1.1095 0.9075 0.8380 0.8059 1.1760
205 2.015616 3.7094 3.0787 1.4548 1.0552 1.6243 1.0662 0.8620 0.7910 0.7583 1.1327
206 2.015807 3.7083 3.0567 1.4724 1.0124 1.5868 1.0244 0.8181 0.7458 0.7125 1.0908
207 2.016001 3.7073 3.0351 1.4895 0.9710 1.5507 0.9840 0.7755 0.7020 0.6680 1.0505
208 2.016198 3.7061 3.0136 1.5066 0.9297 1.5150 0.9437 0.7331 0.6582 0.6237 1.0102
209 2.016394 3.7050 2.9920 1.5237 0.8882 1.4790 0.9033 0.6906 0.6144 0.5792 0.9698
210 2.016587 3.7039 2.9703 1.5410 0.8464 1.4426 0.8624 0.6475 0.5700 0.5342 0.9289
211 2.016784 3.7027 2.9489 1.5580 0.8053 1.4071 0.8225 0.6054 0.5266 0.4901 0.8889
212 2.016982 3.7016 2.9275 1.5748 0.7646 1.3720 0.7828 0.5635 0.4833 0.4463 0.8493
213 2.017179 3.7005 2.9061 1.5918 0.7237 1.3368 0.7430 0.5214 0.4400 0.4022 0.8094
214 2.017375 3.6994 2.8846 1.6089 0.6826 1.3012 0.7030 0.4792 0.3964 0.3581 0.7693
215 2.017570 3.6982 2.8632 1.6259 0.6416 1.2658 0.6630 0.4370 0.3529 0.3139 0.7293
216 2.017765 3.6972 2.8418 1.6429 0.6005 1.2304 0.6232 0.3949 0.3094 0.2698 0.6893
217 2.017784 3.6971 2.8398 1.6445 0.5967 1.2271 0.6194 0.3910 0.3053 0.2656 0.6856
218 2.017801 3.6970 2.8378 1.6462 0.5928 1.2238 0.6157 0.3870 0.3012 0.2614 0.6818
219 2.017819 3.6969 2.8357 1.6478 0.5889 1.2204 0.6118 0.3831 0.2971 0.2573 0.6780
220 2.017837 3.6968 2.8337 1.6493 0.5851 1.2171 0.6082 0.3790 0.2930 0.2531 0.6743
221 2.017855 3.6967 2.8317 1.6510 0.5812 1.2138 0.6044 0.3751 0.2889 0.2490 0.6705
222 2.017873 3.6966 2.8297 1.6526 0.5773 1.2104 0.6006 0.3711 0.2847 0.2448 0.6667
223 2.017891 3.6964 2.8276 1.6542 0.5734 1.2071 0.5967 0.3671 0.2807 0.2406 0.6630
224 2.017909 3.6963 2.8256 1.6559 0.5695 1.2037 0.5929 0.3631 0.2766 0.2364 0.6591
225 2.017927 3.6962 2.8236 1.6575 0.5656 1.2004 0.5893 0.3591 0.2724 0.2322 0.6553
226 2.017944 3.6962 2.8216 1.6591 0.5617 1.1970 0.5855 0.3551 0.2683 0.2281 0.6515
227 2.018107 3.6953 2.8035 1.6734 0.5272 1.1672 0.5518 0.3197 0.2317 0.1909 0.6178
