raMean,decMean,raMeanErr,decMeanErr,gMeanPSFMag,gMeanPSFMagErr,rMeanPSFMag,rMeanPSFMagErr,iMeanPSFMag,iMeanPSFMagErr,zMeanPSFMag,zMeanPSFMagErr,Ang Sep (')
290.133634,37.7605198,0.004,0.005,19.778,0.022,18.968,0.015,18.71,0.008,18.588,0.009,4.235
290.133666,37.7910109,0.005,0.03,19.872,0.051,19.039,0.014,18.764,0.01,18.661,0.012,4.332
290.1336736,37.8548598,0.008,0.01,20.328,0.038,19.306,0.034,18.88,0.003,18.729,0.021,6.497
290.1336904,37.761967,0.02,0.014,20.724,0.028,19.747,0.02,19.402,0.014,19.16,0.021,4.219
290.1336907,37.8111252,0.008,0.02,19.562,0.01,18.797,0.004,18.52,0.01,18.366,0.01,4.793
290.1336952,37.7010122,0.007,0.008,20.025,0.012,19.229,0.016,18.911,0.009,18.789,0.014,5.962
290.1337183,37.7524758,0.02,0.029,21.745,0.033,21.001,0.08,20.818,0.047,20.568,0.131,4.335
290.1338307,37.6581121,0.006,0.013,20.659,0.023,19.689,0.015,19.314,0.006,19.116,0.026,8.001
290.1338359,37.7588371,0.003,0.009,20.358,0.026,19.506,0.013,19.146,0.014,19.027,0.014,4.243
290.1338745,37.6756465,0.014,0.021,20.514,0.018,19.569,0.019,19.23,0.012,19.011,0.018,7.123
290.1338962,37.8289176,0.006,0.006,18.726,0.007,18.059,0.007,17.789,0.004,17.672,0.005,5.39
290.1339904,37.9028772,0.004,0.004,17.425,0.002,16.971,0.003,16.771,0.003,16.691,0.003,8.892
290.134021,37.6698742,0.004,0.029,20.669,0.009,20.002,0.023,19.718,0.019,19.55,0.025,7.403
290.1340384,37.7732847,0.028,0.011,20.875,0.077,20.073,0.064,19.629,0.025,19.376,0.031,4.161
290.1340786,37.7943716,0.005,0.038,20.165,0.015,19.324,0.015,18.996,0.008,18.859,0.013,4.371
290.1341329,37.7391144,0.015,0.015,15.503,0.028,13.244,-999,11.479,-999,10.439,-999,4.598
290.1341395,37.8845305,0.004,0.011,17.438,0.003,16.902,0.003,16.69,0.004,16.607,0.004,7.932
290.1341762,37.8477538,0.013,0.021,21.474,0.177,20.307,0.029,19.819,0.021,19.584,0.041,6.161
290.1342268,37.8679258,0.006,0.02,20.353,0.033,19.789,0.015,19.586,0.016,19.494,0.051,7.1
290.1342329,37.8251969,0.011,0.027,20.975,0.028,20.45,0.021,20.111,0.02,20.048,0.036,5.239
290.1342398,37.7644193,0.01,0.012,20.148,0.011,19.313,0.018,19.029,0.011,18.899,0.014,4.175
290.1342504,37.7344346,0.028,0.049,21.707,0.016,21.227,0.096,21.264,0.022,20.779,0.016,4.72
290.1344388,37.8495294,0.01,0.009,17.394,0.005,16.778,0.004,16.55,0.004,16.449,0.004,6.231
290.1344724,37.7803295,0.002,0.003,18.835,0.005,18.181,0.007,18.015,0.028,17.9,0.006,4.17
290.1344876,37.7089926,0.028,0.051,22.176,0.101,21.465,0.041,21.174,0.069,20.945,0.08,5.602
290.1345416,37.8751044,0.015,0.021,22.442,0.336,21.432,0.051,20.471,0.025,20.014,0.026,7.446
290.1345786,37.6524881,0.01,0.039,22.216,0.042,21.049,0.048,20.408,0.034,20.035,0.026,8.273
290.1346527,37.7437033,0.059,0.026,21.621,0.196,20.554,0.042,19.98,0.031,19.747,0.047,4.464
290.1346925,37.6607943,0.016,0.022,21.745,0.034,20.93,0.027,20.589,0.031,20.407,0.032,7.842
290.1347495,37.78739,0.017,0.098,21.585,0.054,20.341,0.035,19.897,0.006,19.658,0.026,4.229
290.1347591,37.8868904,0.016,0.02,22.254,0.091,21.347,0.043,20.589,0.032,20.246,0.081,8.038
290.1347955,37.7296277,0.02,0.021,22.01,0.116,21.04,0.029,20.357,0.069,19.978,0.036,4.842
290.1348323,37.7682945,0.018,0.017,21.572,0.072,20.721,0.066,19.386,0.026,18.844,0.015,4.128
290.1348547,37.8133905,0.007,0.03,20.644,0.027,19.705,0.014,19.297,0.011,19.146,0.026,4.814
290.1348764,37.9041567,0.002,0.006,21.427,0.078,20.245,0.039,18.919,0.01,18.313,0.006,8.94
290.1348803,37.6895619,0.005,0.026,21.607,0.071,20.498,0.046,19.888,0.012,19.495,0.073,6.434
290.1349563,37.861524,0.005,0.041,21.593,0.087,20.209,0.047,19.625,0.03,19.31,0.034,6.771
290.1349623,37.6858599,0.015,0.029,22.02,0.042,21.269,0.068,20.453,0.03,19.989,0.057,6.603
290.1350057,37.824259,0.005,0.016,20.868,0.012,20.269,0.025,19.966,0.017,19.852,0.031,5.176
290.1350323,37.8725795,0.023,0.037,22.341,0.072,20.952,0.032,20.38,0.035,20.003,0.007,7.307
290.1351775,37.6494171,0.011,0.022,21.301,0.03,20.074,0.016,19.474,0.015,19.187,0.02,8.419
290.1352139,37.8700971,0.012,0.017,22.094,0.026,20.707,0.031,19.352,0.029,18.72,0.011,7.179
290.1352255,37.9174334,0.034,0.037,21.889,0.178,22.277,0.188,21.206,0.063,20.684,0.109,9.647
290.1352474,37.7885512,0.02,0.014,21.369,0.044,20.264,0.016,19.812,0.02,19.599,0.045,4.222
290.1352555,37.7973564,0.006,0.014,17.407,0.004,16.516,0.005,16.178,0.003,15.997,0.006,4.377
290.1352683,37.7980779,0.003,0.041,17.651,0.005,17.038,0.004,16.809,0.004,16.711,0.004,4.392
290.1352738,37.7828998,0.005,0.005,17.736,0.003,16.878,0.004,16.562,0.004,16.408,0.003,4.154
290.1353261,37.836812,0.015,0.021,22.216,0.014,20.901,0.056,20.287,0.016,20.061,0.09,5.653
290.1353395,37.6237048,0.009,0.011,18.451,0.004,17.819,0.023,17.62,0.008,17.525,0.006,9.792
290.1353913,37.7066845,0.003,0.003,15.372,0.002,14.82,0.001,14.617,0.000728,14.53,0.001,5.665
290.1355488,37.8269868,0.005,0.021,22.233,0.299,21.176,0.045,19.902,0.023,19.368,0.009,5.256
290.1355915,37.877814,0.006,0.013,18.837,0.007,18.179,0.006,17.917,0.006,17.8,0.009,7.554
290.1355919,37.8742654,0.013,0.03,20.305,0.031,19.443,0.007,19.072,0.007,18.881,0.024,7.376
290.1356046,37.6718616,0.003,0.005,18.698,0.008,18.132,0.007,17.88,0.006,17.762,0.008,7.262
290.1356523,37.8260549,0.015,0.023,21.549,0.044,20.285,0.026,19.844,0.012,19.685,0.041,5.218
290.1356791,37.6665955,0.011,0.02,20.342,0.036,19.69,0.023,19.373,0.012,19.201,0.02,7.523
290.1357176,37.670906,0.004,0.007,19.182,0.008,18.501,0.009,18.226,0.004,18.101,0.008,7.306
290.1357726,37.8893233,0.02,0.007,21.034,0.035,19.741,0.012,18.698,0.008,18.215,0.013,8.139
290.1360073,37.7433813,0.005,0.012,20.708,0.017,19.721,0.01,19.367,0.018,19.084,0.037,4.412
290.1361118,37.772835,0.002,0.003,15.395,0.008,14.311,0.000774,13.896,0.002,13.626,0.003,4.062
290.1361236,37.7531479,0.018,0.009,20.845,0.037,19.806,0.015,19.479,0.02,19.275,0.016,4.214
290.1361928,37.6320677,0.015,0.014,21.073,0.002,20.05,0.057,19.535,0.018,19.218,0.004,9.321
290.136212,37.8009068,0.008,0.011,19.068,0.012,18.558,0.017,18.33,0.005,18.238,0.008,4.414
290.136213,37.6523128,0.013,0.016,22.052,0.129,20.841,0.033,20.114,0.024,19.816,0.065,8.244
290.1363142,37.8839016,0.006,0.016,18.654,0.005,18.03,0.004,17.807,0.006,17.701,0.008,7.846
290.1363599,37.8144557,0.02,0.031,21.52,0.058,20.383,0.022,19.851,0.016,19.596,0.024,4.787
290.1363836,37.8471775,0.027,0.034,21.819,0.05,20.979,0.047,20.716,0.046,20.711,0.139,6.065
290.136406,37.7347263,0.002,0.005,17.514,0.003,16.771,0.003,16.514,0.003,16.372,0.003,4.622
290.1364076,37.8077537,0.011,0.017,21.856,0.045,20.628,0.036,20.117,0.02,19.866,0.024,4.583
290.1364108,37.7909235,0.026,0.079,21.61,0.265,20.45,0.053,19.918,0.025,19.671,0.019,4.205
290.1364512,37.7006048,0.002,0.006,15.676,0.002,14.737,0.000715,14.357,0.000147,14.156,0.002,5.889
290.136588,37.7877875,0.006,0.026,18.83,0.01,18.21,0.007,17.958,0.012,17.862,0.006,4.15
290.1366277,37.756428,0.003,0.011,21.519,0.077,20.342,0.025,19.863,0.027,19.652,0.019,4.143
290.1367062,37.7190018,0.002,0.017,21.665,0.228,20.398,0.029,19.734,0.013,19.432,0.031,5.133
290.1367181,37.6783896,0.016,0.028,21.77,0.062,21.011,0.025,20.656,0.065,20.462,0.108,6.911
290.1367335,37.8189738,0.05,0.08,21.543,0.059,20.592,0.031,20.233,0.032,19.97,0.006,4.922
290.1367541,37.7215637,0.003,0.006,20.242,0.02,19.207,0.002,18.746,0.012,18.513,0.008,5.038
290.1367888,37.840884,0.008,0.004,19.183,0.013,18.292,0.008,17.963,0.006,17.808,0.007,5.776
290.1368419,37.8968628,0.031,0.17,13.98,0.026,11.847,-999,10.942,-999,10.312,-999,8.51
290.1369204,37.6912816,0.003,0.009,17.866,0.003,17.281,0.004,17.064,0.004,16.987,0.003,6.292
290.1369331,37.6426507,0.011,0.017,21.625,0.072,20.216,0.03,19.497,0.023,19.095,0.028,8.737
290.1369875,37.6385253,0.015,0.017,21.915,0.018,20.76,0.016,20.315,0.065,19.97,0.036,8.957
290.1370313,37.7097972,0.005,0.013,21.644,0.074,20.419,0.038,20.006,0.018,19.751,0.034,5.481
290.137047,37.6688249,0.009,0.011,19.941,0.032,19.526,0.014,19.337,0.015,19.262,0.029,7.376
290.1370481,37.6516829,0.031,0.025,21.205,0.024,20.298,0.044,20.056,0.024,19.806,0.035,8.257
290.1372409,37.8037599,0.004,0.015,19.429,0.004,18.807,0.012,18.521,0.007,18.39,0.006,4.44
290.137242,37.7943538,0.019,0.025,21.76,0.093,20.899,0.073,20.637,0.011,20.258,0.024,4.228
290.1373393,37.686976,0.002,0.012,17.856,0.005,17.171,0.003,16.911,0.005,16.805,0.003,6.481
290.1373718,37.7920944,0.008,0.011,19.808,0.036,19,0.005,18.75,0.019,18.592,0.011,4.181
290.1373721,37.6343992,0.027,0.039,22.043,0.039,21.142,0.052,20.798,0.046,20.502,0.003,9.17
290.1373791,37.8231336,0.006,0.037,21.456,0.108,20.34,0.006,19.788,0.024,19.535,0.02,5.045
290.1374475,37.7888045,0.004,0.028,18.197,0.007,17.767,0.004,17.596,0.003,17.541,0.007,4.125
290.1374543,37.7045432,0.002,0.007,17.967,0.004,17.412,0.007,17.215,0.005,17.135,0.004,5.686
290.1374771,37.6967099,0.001,0.004,18.486,0.005,17.966,0.005,17.731,0.002,17.651,0.006,6.028
290.1375161,37.9212405,0.014,0.021,21.702,0.115,20.912,0.082,20.621,0.058,20.413,0.039,9.81
290.1375491,37.8292586,0.005,0.008,18.518,0.006,17.875,0.005,17.628,0.006,17.529,0.007,5.271
290.1375511,37.6998394,0.009,0.006,17.67,0.006,17.061,0.008,16.837,0.007,16.751,0.004,5.886
290.1375679,37.6834237,0.003,0.012,19.505,0.015,19,0.015,18.736,0.006,18.624,0.008,6.643
290.1375718,37.8802749,0.019,0.032,22.092,0.091,21.142,0.055,20.522,0.043,20.053,0.036,7.629
290.1376102,37.7022509,0.003,0.004,17.844,0.004,17.303,0.005,17.082,0.004,16.997,0.006,5.779
290.1376363,37.7304258,0.003,0.003,18.419,0.004,17.808,0.006,17.596,0.005,17.504,0.005,4.702
290.1377798,37.7133754,0.013,0.014,21.998,0.058,20.693,0.039,20.14,0.022,19.893,0.039,5.31
290.1378018,37.7051792,0.005,0.013,18.912,0.006,18.262,0.009,18.055,0.007,17.929,0.014,5.647
290.137835,37.8986924,0.006,0.033,17.771,0.009,17.248,0.01,16.952,0.009,16.817,0.018,8.585
290.1378409,37.6772758,0.018,0.022,22.46,0.188,21.46,0.107,20.629,0.039,20.273,0.039,6.934
290.1379025,37.7806994,0.005,0.013,21.49,0.011,20.395,0.035,19.848,0.02,19.608,0.031,4.011
290.1379371,37.6750939,0.007,0.009,21.849,0.062,20.553,0.018,19.136,0.011,18.425,0.013,7.039
290.1379498,37.6377586,0.003,0.009,21.964,0.043,20.941,0.03,19.707,0.011,19.087,0.009,8.977
290.1379564,37.9038756,0.014,0.019,21.347,0.055,20.704,0.046,20.256,0.026,20.138,0.021,8.859
290.1379683,37.7501837,0.003,0.005,18.921,0.003,18.268,0.005,18.034,0.007,17.949,0.011,4.182
290.1379751,37.8608312,0.004,0.01,17.581,0.004,17.021,0.002,16.785,0.004,16.684,0.003,6.652
290.1380012,37.8742194,0.019,0.021,19.707,0.008,18.93,0.007,18.641,0.007,18.51,0.017,7.311
290.1380225,37.887345,0.016,0.025,21.459,0.021,20.792,0.036,20.616,0.02,20.385,0.025,7.983
290.1380399,37.8858374,0.006,0.012,21.219,0.05,20.136,0.014,19.688,0.021,19.379,0.034,7.904
290.1380697,37.7331888,0.021,0.011,21.478,0.047,20.198,0.016,19.578,0.024,19.274,0.024,4.599
290.1380934,37.7268376,0.013,0.019,21.666,0.092,20.799,0.007,20.383,0.021,20.102,0.05,4.802
290.1381502,37.9150469,0.003,0.014,20.031,0.026,19.532,0.015,19.34,0.006,19.247,0.024,9.459
290.1382233,37.6310923,0.002,0.006,16.313,0.003,15.802,0.003,15.603,0.001,15.511,0.003,9.332
290.1382357,37.7936332,0.003,0.006,18.085,0.004,17.49,0.002,17.287,0.005,17.199,0.006,4.17
290.1382964,37.8418455,0.009,0.013,20.663,0.018,19.618,0.024,19.265,0.014,19.115,0.023,5.768
290.1383325,37.8086653,0.002,0.009,18.078,0.004,17.371,0.002,17.076,0.005,16.934,0.005,4.529
290.1383635,37.9167027,0.003,0.002,16.065,0.003,15.661,0.002,15.514,0.002,15.462,0.001,9.545
290.1383839,37.8650261,0.009,0.007,19.91,0.018,19.309,0.021,19.058,0.012,18.901,0.017,6.844
290.1383902,37.7153443,0.006,0.019,19.727,0.023,18.994,0.007,18.72,0.01,18.597,0.014,5.211
290.1383932,37.6652669,0.031,0.044,22.34,0.153,21.617,0.056,21.152,0.037,20.944,0.033,7.522
290.1383936,37.7758086,0.002,0.006,15.929,0.003,15.481,0.003,15.314,0.000934,15.252,0.004,3.96
290.1385598,37.8367668,0.007,0.019,14.646,0.002,13.693,0.004,13.118,-999,12.909,-999,5.541
290.1385795,37.6905291,0.002,0.004,18.188,0.007,17.383,0.003,17.011,0.005,16.837,0.005,6.277
290.1385919,37.854682,0.013,0.006,18.937,0.007,18.381,0.004,18.155,0.006,18.07,0.017,6.341
290.1386388,37.6665524,0.007,0.016,21.109,0.016,20.155,0.024,19.695,0.013,19.512,0.027,7.45
290.1386838,37.6868583,0.016,0.014,21.782,0.11,20.408,0.026,19.851,0.017,19.584,0.034,6.447
290.1387023,37.8045217,0.005,0.021,20.031,0.076,19.128,0.02,18.801,0.015,18.655,0.014,4.398
290.1387485,37.7866828,0.011,0.026,17.891,0.006,17.317,0.003,17.125,0.009,17.046,0.005,4.035
290.1387726,37.7353564,0.002,0.011,19.139,0.01,18.497,0.007,18.254,0.006,18.14,0.007,4.506
290.1387904,37.7160229,0.002,0.005,17.718,0.004,17.132,0.004,16.928,0.006,16.846,0.003,5.17
290.1388359,37.7919232,0.003,0.011,20.736,0.031,19.358,0.016,18.57,0.01,18.17,0.006,4.112
290.1388476,37.7833638,0.009,0.026,18.019,0.007,17.421,0.006,17.202,0.008,17.103,0.005,3.991
290.1388844,37.9175885,0.093,0.101,15.467,-999,19.082,0.019,18.22,0.011,17.865,0.018,9.583
290.1388974,37.6844425,0.003,0.006,17.421,0.004,16.869,0.004,16.645,0.004,16.561,0.005,6.557
290.1389057,37.8098906,0.032,0.017,21.515,0.06,20.342,0.036,19.856,0.037,19.587,0.031,4.542
290.1389408,37.6934678,0.005,0.004,18.432,0.004,18.014,0.005,17.809,0.008,17.709,0.011,6.13
290.1389577,37.7039318,0.005,0.007,20.023,0.027,19.205,0.018,18.915,0.008,18.759,0.013,5.662
290.1389759,37.7313322,0.002,0.011,19.614,0.008,18.84,0.007,18.591,0.005,18.47,0.012,4.62
290.1391081,37.7888272,0.003,0.005,19.089,0.013,18.424,0.012,18.19,0.013,18.049,0.014,4.049
290.1391139,37.8241102,0.003,0.014,18.539,0.003,17.9,0.006,17.648,0.003,17.552,0.005,5.017
290.1391463,37.7651226,0.003,0.009,20.364,0.023,19.979,0.012,19.856,0.024,19.823,0.027,3.939
290.1391519,37.7741928,0.002,0.004,16.324,0.005,15.602,0.002,15.32,0.001,15.18,0.003,3.92
290.1392298,37.7209083,0.004,0.011,20.103,0.016,19.257,0.014,18.954,0.012,18.823,0.016,4.968
290.1393218,37.7332479,0.011,0.013,21.925,0.021,20.727,0.02,20.067,0.033,19.754,0.026,4.546
290.139392,37.7402389,0.01,0.006,19.322,0.005,18.571,0.006,18.276,0.008,18.11,0.01,4.344
290.139413,37.7719374,0.009,0.006,18.518,0.008,17.91,0.006,17.716,0.003,17.625,0.008,3.905
290.1394351,37.7498683,0.047,0.017,20.005,0.011,19.159,0.007,18.899,0.021,18.719,0.01,4.122
290.1394403,37.7151759,0.006,0.008,20.554,0.026,19.579,0.014,19.249,0.016,19.11,0.025,5.18
290.1394425,37.8222814,0.006,0.021,20.24,0.019,19.581,0.016,19.304,0.019,19.237,0.024,4.937
290.139475,37.7789491,0.005,0.007,19.497,0.009,18.774,0.007,18.524,0.012,18.415,0.007,3.925
290.1394982,37.8440423,0.006,0.008,19.519,0.007,18.516,0.012,18.069,0.004,17.839,0.007,5.826
290.1394997,37.7544994,0.003,0.003,17.884,0.004,17.312,0.004,17.105,0.004,17.025,0.005,4.038
290.1395442,37.6540941,0.011,0.012,22.178,0.321,20.84,0.012,19.946,0.027,19.442,0.025,8.073
290.1395669,37.7898204,0.033,0.016,21.643,0.011,20.518,0.028,19.895,0.013,19.81,0.01,4.043
290.1395799,37.7377313,0.005,0.008,17.639,0.006,16.787,0.002,16.464,0.004,16.308,0.003,4.404
290.1396032,37.8873014,0.004,0.006,18.629,0.008,17.826,0.004,17.491,0.004,17.31,0.003,7.944
290.1396504,37.8161305,0.015,0.028,20.227,0.018,18.873,0.005,18.191,0.005,17.867,0.007,4.712
290.1397496,37.9155318,0.002,0.004,18.779,0.007,18.147,0.005,17.927,0.007,17.817,0.006,9.454
290.1397506,37.7865241,0.018,0.033,18.529,0.01,17.918,0.004,17.715,0.012,17.63,0.006,3.987
290.1397518,37.7413426,0.031,0.021,21.859,0.063,20.499,0.021,19.943,0.024,19.611,0.033,4.3
290.1397646,37.9244995,0.023,0.034,21.816,0.049,21.255,0.061,20.864,0.022,20.75,0.055,9.946
290.139794,37.7432413,0.006,0.021,19.466,0.02,18.246,0.008,17.351,0.007,16.957,0.006,4.251
290.1398207,37.8080566,0.004,0.02,18.66,0.009,17.999,0.011,17.759,0.003,17.662,0.011,4.45
290.139831,37.7423393,0.019,0.027,22.006,0.131,20.798,0.021,20.174,0.036,19.756,0.06,4.271
290.1398321,37.7811954,0.006,0.022,18.569,0.008,17.983,0.022,17.747,0.006,17.666,0.011,3.925
290.1398535,37.6574024,0.002,0.004,17.934,0.004,17.331,0.008,17.122,0.003,17.037,0.005,7.893
290.1398622,37.9198708,0.018,0.026,21.876,0.161,21.168,0.016,20.645,0.023,20.348,0.067,9.69
290.1398791,37.7042562,0.004,0.006,18.639,0.004,17.969,0.003,17.69,0.005,17.573,0.005,5.618
290.1398955,37.8583121,0.008,0.036,21.275,0.045,20.358,0.056,20.233,0.045,20.049,0.042,6.476
290.1399394,37.7752803,0.006,0.016,18.876,0.019,18.217,0.009,17.99,0.002,17.906,0.008,3.885
290.1399809,37.6292587,0.011,0.021,21.913,0.043,20.629,0.157,20.363,0.049,20.26,0.05,9.397
290.1400185,37.8666048,0.004,0.009,17.104,0.003,16.511,0.005,16.286,0.002,16.191,0.003,6.878
290.1400386,37.7221216,0.002,0.003,16.624,0.003,15.745,0.002,15.414,0.004,15.235,0.004,4.893
290.1400583,37.9132549,0.004,0.006,20.513,0.018,19.317,0.016,18.736,0.012,18.454,0.009,9.323
290.1400625,37.7287354,0.014,0.017,21.295,0.037,20.83,0.02,20.592,0.037,20.489,0.047,4.661
290.1400684,37.8754895,0.007,0.021,19.636,0.007,18.888,0.004,18.553,0.01,18.391,0.007,7.323
290.1400945,37.8733483,0.004,0.014,15.299,0.002,14.77,0.003,14.565,0.003,14.477,0.002,7.214
290.1401687,37.8939424,0.025,0.02,21.164,0.057,20.004,0.029,19.253,0.022,19.02,0.02,8.281
290.1401762,37.6992871,0.001,0.003,16.267,0.004,15.823,0.004,15.657,0.001,15.61,0.001,5.827
290.140316,37.7501136,0.001,0.012,18.019,0.004,17.403,0.004,17.168,0.003,17.056,0.005,4.078
290.1403202,37.7712383,0.012,0.006,17.753,0.003,17.095,0.002,16.893,0.013,16.767,0.004,3.862
290.1404037,37.7435947,0.018,0.033,18.794,0.01,18.213,0.009,17.954,0.006,17.812,0.003,4.216
290.1404452,37.7949776,0.008,0.005,19.137,0.008,18.489,0.007,18.259,0.004,18.147,0.009,4.097
290.1404708,37.7859332,0.014,0.042,19.796,0.043,19.257,0.021,19.061,0.011,18.963,0.014,3.946
290.1404951,37.8272058,0.009,0.008,20.988,0.029,19.571,0.008,18.734,0.008,18.342,0.011,5.085
290.1406129,37.6429205,0.007,0.01,20.544,0.02,19.526,0.013,19.045,0.01,18.78,0.012,8.644
290.1406338,37.8056743,0.003,0.003,18.339,0.004,17.704,0.006,17.456,0.003,17.354,0.003,4.348
290.1406625,37.7455641,0.005,0.005,17.87,0.005,17.133,0.003,16.882,0.003,16.744,0.002,4.158
290.140735,37.8116194,0.049,0.017,19.099,0.005,18.421,0.017,18.136,0.011,18.005,0.012,4.521
290.1407557,37.6672665,0.035,0.051,21.111,0.036,19.927,0.019,19.353,0.021,19.057,0.018,7.361
290.140784,37.8116241,0.013,0.014,19.124,0.015,18.461,0.038,18.124,0.011,17.969,0.029,4.519
290.1408236,37.8003031,0.008,0.006,18.701,0.005,18.049,0.003,17.816,0.006,17.698,0.006,4.199
290.1408377,37.7936455,0.013,0.015,21.414,0.056,20.204,0.031,19.637,0.039,19.276,0.023,4.053
290.1409084,37.7766752,0.01,0.015,21.528,0.041,20.46,0.054,19.863,0.021,19.664,0.031,3.845
290.1409284,37.7897805,0.021,0.025,21.947,0.129,20.866,0.034,20.425,0.055,20.037,0.079,3.98
290.141057,37.9238678,0.05,0.02,22.432,0.185,20.762,0.056,20.256,0.04,19.935,0.048,9.888
290.1410684,37.764276,0.005,0.007,18.581,0.005,17.921,0.003,17.679,0.005,17.572,0.006,3.854
290.1410939,37.8290955,0.01,0.012,20.076,0.029,19.259,0.014,18.92,0.009,18.775,0.009,5.138
290.1411036,37.8232924,0.002,0.019,18.786,0.007,18.127,0.006,17.878,0.007,17.789,0.004,4.912
290.1412105,37.6382696,0.01,0.012,20.201,0.014,19.651,0.008,19.414,0.016,19.275,0.021,8.882
290.1412617,37.7241085,0.014,0.018,22.081,0.115,21.129,0.069,20.346,0.023,19.993,0.058,4.775
290.1412839,37.682835,0.032,0.005,18.677,0.004,17.992,0.006,17.694,0.007,17.546,0.006,6.567
290.1414221,37.8670339,0.021,0.012,20.415,0.026,19.502,0.019,19.131,0.013,18.973,0.014,6.862
290.1414345,37.6863466,0.025,0.032,22.241,0.186,21.664,0.043,20.949,0.037,20.595,0.089,6.393
290.1414797,37.8478182,0.066,0.067,21.632,0.093,21.34,0.117,21.15,0.056,20.914,0.055,5.936
290.1415179,37.8171917,0.016,0.017,18.063,0.006,17.382,0.007,17.135,0.009,17.015,0.003,4.675
290.1415756,37.7573247,0.024,0.015,21.547,0.055,20.446,0.033,19.902,0.019,19.655,0.035,3.902
290.1415984,37.8103489,0.003,0.005,18.719,0.01,18.077,0.008,17.853,0.014,17.718,0.015,4.446
290.1416295,37.8021082,0.004,0.012,20.112,0.022,19.261,0.015,18.954,0.01,18.8,0.013,4.21
290.1416337,37.7827141,0.006,0.031,15.128,0.002,14.62,0.002,14.421,0.000494,14.335,0.003,3.855
290.1416607,37.9004275,0.011,0.023,19.468,0.094,18.638,0.089,18.08,0.072,18.189,0.11,8.596
290.1416885,37.7341795,0.004,0.003,16.635,0.005,15.752,0.002,15.412,0.002,15.235,0.003,4.421
290.1417046,37.70259,0.003,0.005,18.692,0.003,17.974,0.004,17.717,0.004,17.59,0.005,5.632
290.141717,37.767905,0.003,0.009,19.863,0.008,19.055,0.006,18.807,0.023,18.67,0.015,3.803
290.1417423,37.7413558,0.008,0.008,19.803,0.01,19.006,0.01,18.679,0.01,18.55,0.017,4.214
290.141745,37.7175858,0.004,0.007,21.041,0.036,19.767,0.019,18.688,0.006,18.21,0.012,5.002
290.1417598,37.8252824,0.015,0.04,21.919,0.032,20.916,0.026,20.481,0.044,20.282,0.051,4.964
290.1417644,37.8288651,0.013,0.016,21.091,0.064,19.967,0.018,19.513,0.014,19.3,0.01,5.106
290.1418003,37.9211761,0.024,0.008,20.232,0.016,19.586,0.014,19.303,0.015,19.202,0.015,9.725
290.1418332,37.8615381,0.024,0.034,21.523,0.079,20.822,0.045,20.444,0.071,20.237,0.008,6.579
290.1419295,37.7909417,0.012,0.015,22.197,0.182,20.767,0.023,20.174,0.071,19.835,0.031,3.954
290.1419704,37.8325379,0.011,0.03,21.124,0.029,20.477,0.041,20.238,0.04,20.058,0.046,5.249
290.1419962,37.7137533,0.02,0.031,21.539,0.052,21.291,0.062,21.081,0.066,20.814,0.116,5.146
290.142001,37.8594974,0.006,0.007,20.095,0.031,19.184,0.03,18.883,0.009,18.773,0.019,6.475
290.1420312,37.8360525,0.01,0.012,20.368,0.02,19.741,0.023,19.461,0.012,19.323,0.018,5.395
290.1420466,37.6683862,0.003,0.004,19.634,0.016,18.913,0.011,18.614,0.004,18.5,0.011,7.272
290.1420793,37.7522876,0.006,0.01,20.055,0.012,19.475,0.022,19.256,0.009,19.218,0.029,3.958
290.1420837,37.9201405,0.004,0.004,19.334,0.005,18.831,0.011,18.599,0.006,18.523,0.012,9.663
290.1421019,37.7069385,0.001,0.003,17.817,0.006,17.465,0.006,17.321,0.002,17.279,0.002,5.429
290.1421464,37.6314845,0.013,0.016,21.54,0.05,20.403,0.03,19.962,0.03,19.685,0.034,9.233
290.1421668,37.6447521,0.007,0.011,19.973,0.007,18.898,0.005,18.446,0.004,18.24,0.014,8.512
290.1421975,37.630106,0.01,0.014,19.229,0.022,18.696,0.016,18.479,0.009,18.379,0.015,9.308
290.1423562,37.8451523,0.008,0.01,22.388,0.182,21.038,0.041,19.721,0.023,19.111,0.021,5.787
290.1423739,37.746599,0.003,0.077,19.619,0.007,18.845,0.007,18.532,0.01,18.41,0.019,4.059
290.1423751,37.7012361,0.01,0.024,22.099,0.143,21.031,0.06,20.308,0.024,20.023,0.023,5.671
290.142385,37.7711383,0.012,0.017,20.494,0.046,19.755,0.078,19.447,0.033,19.069,0.041,3.764
290.142403,37.7660685,0.017,0.012,21.611,0.046,20.413,0.025,19.949,0.028,19.651,0.04,3.78
290.1424424,37.6736437,0.008,0.006,18.868,0.006,18.262,0.007,18.027,0.003,17.929,0.008,6.994
290.142524,37.7881022,0.16,0.022,18.581,0.046,17.98,0.047,17.672,0.032,17.752,0.028,3.881
290.1425813,37.883634,0.003,0.019,17.582,0.005,16.787,0.003,16.479,0.002,16.333,0.007,7.683
290.1425965,37.7737356,0.005,0.004,17.9,0.008,17.066,0.003,16.778,0.014,16.595,0.005,3.756
290.1426103,37.6655084,0.01,0.013,21.082,0.013,20.147,0.038,19.627,0.016,19.432,0.017,7.406
290.1427105,37.7318198,0.028,0.007,17.373,0.013,16.862,0.017,16.704,0.006,16.598,0.011,4.454
